Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Library Name,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,BioSampleModel,Collection_Date,doi_results,PMIDs,RunCount,replicate,geo_location,lat lon,country,growth_conditions,sample_conditions,tissue,time,treatment,genotype,trait,soil_type,rainfall,soil_fertilized,tissue_ontology,time_ontology,treatment_ontology,trait_ontology,lat_decimal,lon_decimal
SRR12523023,RNA-Seq,297,6930630905,PRJNA658777,SAMN15887865,Control_0h_rep3,3342205966,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013146,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Control_0h,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,untreated| cell culture from callus| suspension cell culture| 0h,Meristem,0 hours,Control,SP80-3280,,,,,PO:0009013,UO_0000032, PECO:0001062,,,
SRR12523029,RNA-Seq,298,4272606749,PRJNA658777,SAMN15887869,Induced_12h_rep3,2035717000,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013140,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Induced_12h,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,"2,4D and brassinolide| cell culture from callus| suspension cell culture| 12h",Meristem,12 hours,"2,4D And Brassinolide",SP80-3280,,,,,PO:0009013,UO_0000032,"PECO:0007189,PECO:0007165",,,
SRR12523030,RNA-Seq,299,4929219895,PRJNA658777,SAMN15887869,Induced_12h_rep2,2355591402,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013139,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Induced_12h,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,"2,4D and brassinolide| cell culture from callus| suspension cell culture| 12h",Meristem,12 hours,"2,4D And Brassinolide",SP80-3280,,,,,PO:0009013,UO_0000032,"PECO:0007189,PECO:0007165",,,
SRR12523031,RNA-Seq,299,5001820989,PRJNA658777,SAMN15887869,Induced_12h_rep1,2395583188,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013138,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Induced_12h,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,"2,4D and brassinolide| cell culture from callus| suspension cell culture| 12h",Meristem,12 hours,"2,4D And Brassinolide",SP80-3280,,,,,PO:0009013,UO_0000032,"PECO:0007189,PECO:0007165",,,
SRR12523032,RNA-Seq,299,5914312373,PRJNA658777,SAMN15887868,Control_1w_rep3,2817893310,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013137,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Control_1w,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,untreated| cell culture from callus| suspension cell culture| 1 week,Meristem,7 days,Control,SP80-3280,,,,,PO:0009013,UO_0000033, PECO:0001062,,,
SRR12523027,RNA-Seq,298,4877107548,PRJNA658777,SAMN15887870,Induced_48h_rep2,2321566019,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013142,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Induced_48h,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,"2,4D and brassinolide| cell culture from callus| suspension cell culture| 48h",Meristem,48 hours,"2,4D And Brassinolide",SP80-3280,,,,,PO:0009013,UO_0000032,"PECO:0007189,PECO:0007165",,,
SRR12523028,RNA-Seq,298,4486485111,PRJNA658777,SAMN15887870,Induced_48h_rep1,2138346320,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013141,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Induced_48h,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,"2,4D and brassinolide| cell culture from callus| suspension cell culture| 48h",Meristem,48 hours,"2,4D And Brassinolide",SP80-3280,,,,,PO:0009013,UO_0000032,"PECO:0007189,PECO:0007165",,,
SRR12523034,RNA-Seq,299,8112613503,PRJNA658777,SAMN15887865,Control_0h_rep2,3894787369,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013135,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Control_0h,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,untreated| cell culture from callus| suspension cell culture| 0h,Meristem,0 hours,Control,SP80-3280,,,,,PO:0009013,UO_0000032, PECO:0001062,,,
SRR12523018,RNA-Seq,299,6555159429,PRJNA658777,SAMN15887867,Control_48h_rep1,3115150535,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013151,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Control_48h,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,untreated| cell culture from callus| suspension cell culture| 48h,Meristem,48 hours,Control,SP80-3280,,,,,PO:0009013,UO_0000032, PECO:0001062,,,
SRR12523022,RNA-Seq,299,5258844600,PRJNA658777,SAMN15887871,Induced_1w_rep3,2531641797,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013147,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Induced_1w,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,"2,4D and brassinolide| cell culture from callus| suspension cell culture| 1 week",Meristem,7 days,"2,4D And Brassinolide",SP80-3280,,,,,PO:0009013,UO_0000033,"PECO:0007189,PECO:0007165",,,
SRR12523021,RNA-Seq,300,7215616688,PRJNA658777,SAMN15887866,Control_12h_rep1,3452112080,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013148,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Control_12h,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,untreated| cell culture from callus| suspension cell culture| 12h,Meristem,12 hours,Control,SP80-3280,,,,,PO:0009013,UO_0000032, PECO:0001062,,,
SRR12523020,RNA-Seq,299,6989245285,PRJNA658777,SAMN15887866,Control_12h_rep2,3323886900,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013149,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Control_12h,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,untreated| cell culture from callus| suspension cell culture| 12h,Meristem,12 hours,Control,SP80-3280,,,,,PO:0009013,UO_0000032, PECO:0001062,,,
SRR12523019,RNA-Seq,299,5847976617,PRJNA658777,SAMN15887866,Control_12h_rep3,2791278140,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013150,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Control_12h,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,untreated| cell culture from callus| suspension cell culture| 12h,Meristem,12 hours,Control,SP80-3280,,,,,PO:0009013,UO_0000032, PECO:0001062,,,
SRR12523026,RNA-Seq,299,4252820177,PRJNA658777,SAMN15887870,Induced_48h_rep3,2050301355,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013143,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Induced_48h,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,"2,4D and brassinolide| cell culture from callus| suspension cell culture| 48h",Meristem,48 hours,"2,4D And Brassinolide",SP80-3280,,,,,PO:0009013,UO_0000032,"PECO:0007189,PECO:0007165",,,
SRR12523033,RNA-Seq,299,5322284485,PRJNA658777,SAMN15887868,Control_1w_rep2,2584119696,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013136,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Control_1w,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,untreated| cell culture from callus| suspension cell culture| 1 week,Meristem,7 days,Control,SP80-3280,,,,,PO:0009013,UO_0000033, PECO:0001062,,,
SRR12523017,RNA-Seq,299,7555886155,PRJNA658777,SAMN15887867,Control_48h_rep2,3610725357,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013152,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Control_48h,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,untreated| cell culture from callus| suspension cell culture| 48h,Meristem,48 hours,Control,SP80-3280,,,,,PO:0009013,UO_0000032, PECO:0001062,,,
SRR12523035,RNA-Seq,299,9581699328,PRJNA658777,SAMN15887865,Control_0h_rep1,4629295171,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9013134,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2020-12-08,Control_0h,SRP278869,2020-08-26,1.0,Plant,,"[{""link"": ""https://www.frontiersin.org/articles/10.3389/fpls.2020.617020/full"", ""doi"": ""10.3389/fpls.2020.617020"", ""status"": ""success""}]",,21,,Brazil| Brazil| South America,,Brazil,Cell Culture,untreated| cell culture from callus| suspension cell culture| 0h,Meristem,0 hours,Control,SP80-3280,,,,,PO:0009013,UO_0000032, PECO:0001062,,,
SRR31646427,RNA-Seq,299,5850337586,PRJNA1194315,SAMN45177111,library_13,1830061693,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27009512,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2026-01-01,TA_1,SRP550189,2024-12-09,1.0,Plant,2021-06-17,https://doi.org/10.1016/j.plaphy.2025.110354,40795431,20,replicate biosample 1,China: chongqing| China| Asia,,China,Greenhouse,TA| leaf| not applicable| Southwest University,Leaf,,TA,Yunzhe05-51,Different ammonium and nitrate concentrations,,,,PO:0025034,,,,,
SRR31646426,RNA-Seq,299,6789954962,PRJNA1194315,SAMN45177112,library_14,2126641668,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27009513,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2026-01-01,TA_2,SRP550189,2024-12-09,1.0,Plant,2021-06-17,https://doi.org/10.1016/j.plaphy.2025.110354,40795431,20,replicate biosample 2,China: chongqing| China| Asia,,China,Greenhouse,TA| leaf| not applicable| Southwest University,Leaf,,TA,Yunzhe05-51,Different ammonium and nitrate concentrations,,,,PO:0025034,,,,,
SRR31646431,RNA-Seq,299,6494200248,PRJNA1194315,SAMN45177099,library_1,2038641131,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27009508,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2026-01-01,CK_1,SRP550189,2024-12-09,1.0,Plant,2021-06-17,https://doi.org/10.1016/j.plaphy.2025.110354,40795431,20,replicate biosample 1,China: chongqing| China| Asia,,China,Greenhouse,control| leaf| not applicable| Southwest University,Leaf,,Control,Yunzhe05-51,Different ammonium and nitrate concentrations,,,,PO:0025034,, PECO:0001062,,,
SRR31646428,RNA-Seq,299,6738856008,PRJNA1194315,SAMN45177110,library_12,2123702405,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27009511,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2026-01-01,A5N5_4,SRP550189,2024-12-09,1.0,Plant,2021-06-17,https://doi.org/10.1016/j.plaphy.2025.110354,40795431,20,replicate biosample 4,China: chongqing| China| Asia,,China,Greenhouse,A5N5| leaf| not applicable| Southwest University,Leaf,,A5N5,Yunzhe05-51,Different ammonium and nitrate concentrations,,,,PO:0025034,,,,,
SRR31646429,RNA-Seq,299,5940585828,PRJNA1194315,SAMN45177109,library_11,1876725600,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27009510,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2026-01-01,A5N5_3,SRP550189,2024-12-09,1.0,Plant,2021-06-17,https://doi.org/10.1016/j.plaphy.2025.110354,40795431,20,replicate biosample 3,China: chongqing| China| Asia,,China,Greenhouse,A5N5| leaf| not applicable| Southwest University,Leaf,,A5N5,Yunzhe05-51,Different ammonium and nitrate concentrations,,,,PO:0025034,,,,,
SRR31646430,RNA-Seq,299,5816348012,PRJNA1194315,SAMN45177100,library_2,1837690385,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27009509,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2026-01-01,CK_2,SRP550189,2024-12-09,1.0,Plant,2021-06-17,https://doi.org/10.1016/j.plaphy.2025.110354,40795431,20,replicate biosample 2,China: chongqing| China| Asia,,China,Greenhouse,control| leaf| not applicable| Southwest University,Leaf,,Control,Yunzhe05-51,Different ammonium and nitrate concentrations,,,,PO:0025034,, PECO:0001062,,,
SRR31646423,RNA-Seq,298,6693288740,PRJNA1194315,SAMN45177115,library_17,2106532074,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27009516,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2026-01-01,TN_1,SRP550189,2024-12-09,1.0,Plant,2021-06-17,https://doi.org/10.1016/j.plaphy.2025.110354,40795431,20,replicate biosample 1,China: chongqing| China| Asia,,China,Greenhouse,TN| leaf| not applicable| Southwest University,Leaf,,TN,Yunzhe05-51,Different ammonium and nitrate concentrations,,,,PO:0025034,,,,,
SRR31646424,RNA-Seq,299,6117945784,PRJNA1194315,SAMN45177114,library_16,1942617860,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27009515,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2026-01-01,TA_4,SRP550189,2024-12-09,1.0,Plant,2021-06-17,https://doi.org/10.1016/j.plaphy.2025.110354,40795431,20,replicate biosample 4,China: chongqing| China| Asia,,China,Greenhouse,TA| leaf| not applicable| Southwest University,Leaf,,TA,Yunzhe05-51,Different ammonium and nitrate concentrations,,,,PO:0025034,,,,,
SRR31646425,RNA-Seq,299,6748967562,PRJNA1194315,SAMN45177113,library_15,2123892183,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27009514,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2026-01-01,TA_3,SRP550189,2024-12-09,1.0,Plant,2021-06-17,https://doi.org/10.1016/j.plaphy.2025.110354,40795431,20,replicate biosample 3,China: chongqing| China| Asia,,China,Greenhouse,TA| leaf| not applicable| Southwest University,Leaf,,TA,Yunzhe05-51,Different ammonium and nitrate concentrations,,,,PO:0025034,,,,,
SRR31646422,RNA-Seq,298,6758507728,PRJNA1194315,SAMN45177116,library_18,2118229689,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27009517,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2026-01-01,TN_2,SRP550189,2024-12-09,1.0,Plant,2021-06-17,https://doi.org/10.1016/j.plaphy.2025.110354,40795431,20,replicate biosample 2,China: chongqing| China| Asia,,China,Greenhouse,TN| leaf| not applicable| Southwest University,Leaf,,TN,Yunzhe05-51,Different ammonium and nitrate concentrations,,,,PO:0025034,,,,,
SRR31646415,RNA-Seq,298,6838831404,PRJNA1194315,SAMN45177105,library_7,2147136642,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27009524,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2026-01-01,A2N8_3,SRP550189,2024-12-09,1.0,Plant,2021-06-17,https://doi.org/10.1016/j.plaphy.2025.110354,40795431,20,replicate biosample 3,China: chongqing| China| Asia,,China,Greenhouse,A2N8| leaf| not applicable| Southwest University,Leaf,,A2N8,Yunzhe05-51,Different ammonium and nitrate concentrations,,,,PO:0025034,,,,,
SRR31646421,RNA-Seq,299,6692461434,PRJNA1194315,SAMN45177117,library_19,2096821190,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27009518,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2026-01-01,TN_3,SRP550189,2024-12-09,1.0,Plant,2021-06-17,https://doi.org/10.1016/j.plaphy.2025.110354,40795431,20,replicate biosample 3,China: chongqing| China| Asia,,China,Greenhouse,TN| leaf| not applicable| Southwest University,Leaf,,TN,Yunzhe05-51,Different ammonium and nitrate concentrations,,,,PO:0025034,,,,,
SRR31646412,RNA-Seq,298,6818319256,PRJNA1194315,SAMN45177108,library_10,2152625008,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27009527,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2026-01-01,A5N5_2,SRP550189,2024-12-09,1.0,Plant,2021-06-17,https://doi.org/10.1016/j.plaphy.2025.110354,40795431,20,replicate biosample 2,China: chongqing| China| Asia,,China,Greenhouse,A5N5| leaf| not applicable| Southwest University,Leaf,,A5N5,Yunzhe05-51,Different ammonium and nitrate concentrations,,,,PO:0025034,,,,,
SRR31646413,RNA-Seq,299,6562094674,PRJNA1194315,SAMN45177107,library_9,2060866579,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27009526,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2026-01-01,A5N5_1,SRP550189,2024-12-09,1.0,Plant,2021-06-17,https://doi.org/10.1016/j.plaphy.2025.110354,40795431,20,replicate biosample 1,China: chongqing| China| Asia,,China,Greenhouse,A5N5| leaf| not applicable| Southwest University,Leaf,,A5N5,Yunzhe05-51,Different ammonium and nitrate concentrations,,,,PO:0025034,,,,,
SRR31646414,RNA-Seq,299,5749969930,PRJNA1194315,SAMN45177106,library_8,1794851013,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27009525,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2026-01-01,A2N8_4,SRP550189,2024-12-09,1.0,Plant,2021-06-17,https://doi.org/10.1016/j.plaphy.2025.110354,40795431,20,replicate biosample 4,China: chongqing| China| Asia,,China,Greenhouse,A2N8| leaf| not applicable| Southwest University,Leaf,,A2N8,Yunzhe05-51,Different ammonium and nitrate concentrations,,,,PO:0025034,,,,,
