Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Library Name,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,BioSampleModel,Collection_Date,doi_results,PMIDs,RunCount,replicate,geo_location,lat lon,country,growth_conditions,sample_conditions,tissue,time,treatment,genotype,trait,soil_type,rainfall,soil_fertilized,tissue_ontology,time_ontology,treatment_ontology,trait_ontology,lat_decimal,lon_decimal
SRR7248445,RNA-Seq,238,3654678374,PRJNA474042,SAMN09290662,L_LS_Rep05_file03,1308482418,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153152,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH25_S25_L006,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_LS_Rep05_file03| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248444,RNA-Seq,238,3639285729,PRJNA474042,SAMN09290661,L_LS_Rep05_file02,1298978962,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153153,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH25_S25_L005,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_LS_Rep05_file02| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248443,RNA-Seq,248,3276494263,PRJNA474042,SAMN09290658,L_LS_Rep04_file02,1171589459,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153154,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH24_S24_L005,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_LS_Rep04_file02| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248442,RNA-Seq,248,3286714531,PRJNA474042,SAMN09290657,L_LS_Rep04_file01,1175157400,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153155,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH24_S24_L004,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_LS_Rep04_file01| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248441,RNA-Seq,238,3648467136,PRJNA474042,SAMN09290660,L_LS_Rep05_file01,1302105998,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153156,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH25_S25_L004,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_LS_Rep05_file01| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248440,RNA-Seq,248,3285655136,PRJNA474042,SAMN09290659,L_LS_Rep04_file03,1179434050,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153157,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH24_S24_L006,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_LS_Rep04_file03| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248439,RNA-Seq,248,3373438982,PRJNA474042,SAMN09290654,L_LS_Rep03_file01,1218063447,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153158,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH23_S23_L004,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_LS_Rep03_file01| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248438,RNA-Seq,249,3138357860,PRJNA474042,SAMN09290653,L_LS_Rep02_file03,1129599040,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153159,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH22_S22_L006,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_LS_Rep02_file03| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248437,RNA-Seq,248,3374040257,PRJNA474042,SAMN09290656,L_LS_Rep03_file03,1223259989,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153160,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH23_S23_L006,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_LS_Rep03_file03| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248436,RNA-Seq,248,3359320253,PRJNA474042,SAMN09290655,L_LS_Rep03_file02,1213102570,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153161,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH23_S23_L005,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_LS_Rep03_file02| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248435,RNA-Seq,236,1473253358,PRJNA474042,SAMN09290603,M_Y_Rep02_file01,637427792,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153162,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH12_S12_L001,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,M_Y_Rep02_file01| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248434,RNA-Seq,236,1462130230,PRJNA474042,SAMN09290604,M_Y_Rep02_file02,631256241,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153163,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH12_S12_L002,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,M_Y_Rep02_file02| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248433,RNA-Seq,236,1457427450,PRJNA474042,SAMN09290605,M_Y_Rep02_file03,627558014,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153164,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH12_S12_L003,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,M_Y_Rep02_file03| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248432,RNA-Seq,236,1308796531,PRJNA474042,SAMN09290606,M_Y_Rep02_file04,576357965,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153165,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH12_S12_L004,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,M_Y_Rep02_file04| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248431,RNA-Seq,236,1290076574,PRJNA474042,SAMN09290607,M_Y_Rep02_file05,565091218,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153166,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH12_S12_L005,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,M_Y_Rep02_file05| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248430,RNA-Seq,236,1293635019,PRJNA474042,SAMN09290608,M_Y_Rep02_file06,569865353,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153167,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH12_S12_L006,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,M_Y_Rep02_file06| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248429,RNA-Seq,239,1411069912,PRJNA474042,SAMN09290609,M_Y_Rep03_file01,606018850,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153168,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH13_S13_L001,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,M_Y_Rep03_file01| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248428,RNA-Seq,239,1405922664,PRJNA474042,SAMN09290610,M_Y_Rep03_file02,602927760,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153169,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH13_S13_L002,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,M_Y_Rep03_file02| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248427,RNA-Seq,242,3561034169,PRJNA474042,SAMN09290671,L_ES_Rep03_file03,1265584839,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153170,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH28_S28_L006,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_ES_Rep03_file03| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
