gene	R570_mean_TPM	lost_in_Saccharum_hybrid_cultivar	lost_in_Saccharum_officinarum	lost_in_Saccharum_spontaneum	lost_in_Tripidium_arundinaceum
SoffiXsponR570.04Dg101800.v2.1	3.606	no	yes	no	no
SoffiXsponR570.01Ag430700.v2.1	3.605	no	no	no	yes
SoffiXsponR570.03Eg289600.v2.1	3.605	no	no	no	yes
SoffiXsponR570.02Eg042500.v2.1	3.604	no	no	no	yes
SoffiXsponR570.4us91g015500.v2.1	3.603	no	no	no	yes
SoffiXsponR570.05Eg020600.v2.1	3.603	no	no	no	yes
SoffiXsponR570.01Dg079500.v2.1	3.603	no	no	no	yes
SoffiXsponR570.01Ag322800.v2.1	3.603	no	no	no	yes
SoffiXsponR570.02Cg286900.v2.1	3.602	no	no	no	yes
SoffiXsponR570.07Bg264500.v2.1	3.601	no	no	no	yes
SoffiXsponR570.09Cg032100.v2.1	3.601	no	no	no	yes
SoffiXsponR570.01Cg363000.v2.1	3.6	no	no	no	yes
SoffiXsponR570.04Eg149400.v2.1	3.599	no	no	no	yes
SoffiXsponR570.09Dg008000.v2.1	3.599	no	no	no	yes
SoffiXsponR570.08Eg038200.v2.1	3.599	no	no	no	yes
SoffiXsponR570.07Bg091500.v2.1	3.598	no	no	no	yes
SoffiXsponR570.02Bg037600.v2.1	3.598	no	no	no	yes
SoffiXsponR570.05Ag217700.v2.1	3.597	no	no	no	yes
SoffiXsponR570.03Ag216000.v2.1	3.597	no	no	no	yes
SoffiXsponR570.04Cg143900.v2.1	3.596	no	no	no	yes
SoffiXsponR570.06Eg000600.v2.1	3.596	no	no	no	yes
SoffiXsponR570.08Ag132600.v2.1	3.596	no	no	no	yes
SoffiXsponR570.03Cg250200.v2.1	3.595	no	no	no	yes
SoffiXsponR570.07Dg171700.v2.1	3.594	no	no	no	yes
SoffiXsponR570.05Gg201400.v2.1	3.594	no	no	no	yes
SoffiXsponR570.02Fg224200.v2.1	3.594	no	no	no	yes
SoffiXsponR570.07Cg020600.v2.1	3.593	no	no	no	yes
SoffiXsponR570.10Dg045300.v2.1	3.591	no	no	no	yes
SoffiXsponR570.05Fg086900.v2.1	3.59	no	no	no	yes
SoffiXsponR570.03Bg033900.v2.1	3.588	no	no	no	yes
SoffiXsponR570.02Gg079600.v2.1	3.588	no	no	no	yes
SoffiXsponR570.02Fg325000.v2.1	3.588	no	no	yes	yes
SoffiXsponR570.01Ag122400.v2.1	3.587	no	no	no	yes
SoffiXsponR570.01Cg001000.v2.1	3.586	no	no	no	yes
SoffiXsponR570.02Dg231200.v2.1	3.585	no	no	no	yes
SoffiXsponR570.04Fg092100.v2.1	3.585	no	no	no	yes
SoffiXsponR570.02Cg311500.v2.1	3.585	no	no	no	yes
SoffiXsponR570.03Cg198600.v2.1	3.583	no	no	no	yes
SoffiXsponR570.01Cg386600.v2.1	3.583	no	no	no	yes
SoffiXsponR570.08Cg089700.v2.1	3.582	no	no	no	yes
SoffiXsponR570.8_5Ag248000.v2.1	3.582	no	no	no	yes
SoffiXsponR570.04Dg116400.v2.1	3.582	no	no	no	yes
SoffiXsponR570.02Gg106800.v2.1	3.581	no	no	no	yes
SoffiXsponR570.09Eg031100.v2.1	3.581	no	no	no	yes
SoffiXsponR570.02Ag149600.v2.1	3.579	no	no	no	yes
SoffiXsponR570.06Ag157300.v2.1	3.579	no	no	no	yes
SoffiXsponR570.8_5Ag143100.v2.1	3.578	no	no	no	yes
SoffiXsponR570.03Cg166200.v2.1	3.578	no	no	no	yes
SoffiXsponR570.03Bg178700.v2.1	3.577	no	no	no	yes
SoffiXsponR570.02Ag360000.v2.1	3.577	no	no	no	yes
SoffiXsponR570.06Eg104100.v2.1	3.576	no	no	no	yes
SoffiXsponR570.07Ag185000.v2.1	3.576	no	no	no	yes
SoffiXsponR570.07Ag038400.v2.1	3.576	no	no	no	yes
SoffiXsponR570.05Dg025800.v2.1	3.575	no	no	no	yes
SoffiXsponR570.02Ag300800.v2.1	3.575	no	no	no	yes
SoffiXsponR570.08Eg022900.v2.1	3.574	no	no	no	yes
SoffiXsponR570.04Gg024200.v2.1	3.574	no	no	no	yes
SoffiXsponR570.05Fg026600.v2.1	3.574	no	no	no	yes
SoffiXsponR570.05Bg068700.v2.1	3.572	no	no	no	yes
SoffiXsponR570.01Fg335800.v2.1	3.571	no	no	no	yes
SoffiXsponR570.05Fg158100.v2.1	3.571	no	no	no	yes
SoffiXsponR570.02Ag016500.v2.1	3.57	no	no	no	yes
SoffiXsponR570.01Dg308300.v2.1	3.568	no	no	no	yes
SoffiXsponR570.01Fg272300.v2.1	3.567	no	no	no	yes
SoffiXsponR570.10Dg055200.v2.1	3.566	no	no	no	yes
SoffiXsponR570.07Dg198900.v2.1	3.566	no	no	yes	yes
SoffiXsponR570.10Fg071700.v2.1	3.565	no	no	no	yes
SoffiXsponR570.1Z060200.v2.1	3.564	no	no	no	yes
SoffiXsponR570.03Dg245900.v2.1	3.564	no	no	no	yes
SoffiXsponR570.05Ag210800.v2.1	3.564	no	no	no	yes
SoffiXsponR570.02Ag031300.v2.1	3.564	no	no	no	yes
SoffiXsponR570.3os3g002900.v2.1	3.563	no	no	no	yes
SoffiXsponR570.02Dg383800.v2.1	3.562	yes	yes	yes	yes
SoffiXsponR570.08Cg187900.v2.1	3.562	no	no	no	yes
SoffiXsponR570.01Eg073000.v2.1	3.561	no	no	no	yes
SoffiXsponR570.05Cg217600.v2.1	3.561	no	no	no	yes
SoffiXsponR570.03Eg282300.v2.1	3.56	no	no	no	yes
SoffiXsponR570.02Ag071800.v2.1	3.56	no	no	no	yes
SoffiXsponR570.02Gg009800.v2.1	3.559	no	no	no	yes
SoffiXsponR570.01Ag352900.v2.1	3.558	no	no	no	yes
SoffiXsponR570.03Ag138900.v2.1	3.558	no	no	no	yes
SoffiXsponR570.06Gg010800.v2.1	3.557	no	no	no	yes
SoffiXsponR570.09Bg132000.v2.1	3.557	no	no	no	yes
SoffiXsponR570.05Bg292300.v2.1	3.556	no	no	no	yes
SoffiXsponR570.02Bg121300.v2.1	3.556	no	no	no	yes
SoffiXsponR570.5_9Ag059300.v2.1	3.554	no	no	no	yes
SoffiXsponR570.02Bg149800.v2.1	3.554	no	no	yes	yes
SoffiXsponR570.05Eg182800.v2.1	3.553	no	no	no	yes
SoffiXsponR570.09Eg043900.v2.1	3.553	no	no	no	yes
SoffiXsponR570.08Dg022300.v2.1	3.55	no	no	no	yes
SoffiXsponR570.02Bg080700.v2.1	3.55	no	no	no	yes
SoffiXsponR570.05Ag186400.v2.1	3.549	no	no	no	yes
SoffiXsponR570.09Bg019900.v2.1	3.549	no	no	no	yes
SoffiXsponR570.08Ag098400.v2.1	3.548	no	no	no	yes
SoffiXsponR570.06Ag098200.v2.1	3.547	no	no	no	yes
SoffiXsponR570.01Ag329800.v2.1	3.547	no	no	no	yes
SoffiXsponR570.10Eg066400.v2.1	3.547	no	no	no	yes
SoffiXsponR570.01Bg343900.v2.1	3.547	no	no	no	yes
SoffiXsponR570.06Ag065700.v2.1	3.546	no	no	no	yes
SoffiXsponR570.01Bg384200.v2.1	3.546	no	no	no	yes
SoffiXsponR570.02Bg239000.v2.1	3.545	no	no	no	yes
SoffiXsponR570.05Ag228600.v2.1	3.544	no	no	no	yes
SoffiXsponR570.05Fg149900.v2.1	3.543	no	no	no	yes
SoffiXsponR570.02Fg147400.v2.1	3.543	no	no	no	yes
SoffiXsponR570.03Gg074100.v2.1	3.543	no	no	no	yes
SoffiXsponR570.10Fg011600.v2.1	3.542	no	no	no	yes
SoffiXsponR570.02Bg316900.v2.1	3.542	no	no	no	yes
SoffiXsponR570.10Cg061300.v2.1	3.541	no	no	no	yes
SoffiXsponR570.07Dg187900.v2.1	3.54	no	no	no	yes
SoffiXsponR570.04Fg133200.v2.1	3.539	no	no	no	yes
SoffiXsponR570.01Dg049700.v2.1	3.539	no	no	no	yes
SoffiXsponR570.01Bg224700.v2.1	3.539	no	no	no	yes
SoffiXsponR570.04Fg069600.v2.1	3.538	no	no	no	yes
SoffiXsponR570.06Dg055900.v2.1	3.538	no	no	no	yes
SoffiXsponR570.05Bg284000.v2.1	3.537	no	no	no	yes
SoffiXsponR570.05Cg087600.v2.1	3.537	no	no	no	yes
SoffiXsponR570.02Bg072300.v2.1	3.536	no	no	no	yes
SoffiXsponR570.09Eg060500.v2.1	3.536	no	no	no	yes
SoffiXsponR570.06Cg055100.v2.1	3.534	no	no	no	yes
SoffiXsponR570.02Eg338400.v2.1	3.533	no	yes	no	no
SoffiXsponR570.1Z002400.v2.1	3.532	no	no	no	yes
SoffiXsponR570.02Ag204900.v2.1	3.532	no	no	no	yes
SoffiXsponR570.10Cg129800.v2.1	3.531	no	no	no	yes
SoffiXsponR570.02Bg313900.v2.1	3.53	no	no	no	yes
SoffiXsponR570.07Eg156800.v2.1	3.529	no	no	no	yes
SoffiXsponR570.08Eg128000.v2.1	3.529	no	no	no	yes
SoffiXsponR570.10Ag009400.v2.1	3.529	no	no	no	yes
SoffiXsponR570.09Eg045900.v2.1	3.528	no	no	no	yes
SoffiXsponR570.10Dg124100.v2.1	3.528	no	no	no	yes
SoffiXsponR570.06Cg153300.v2.1	3.526	no	no	no	yes
SoffiXsponR570.01Cg262300.v2.1	3.526	no	no	no	yes
SoffiXsponR570.02Cg300400.v2.1	3.526	no	no	no	yes
SoffiXsponR570.08Eg009100.v2.1	3.526	no	no	no	yes
SoffiXsponR570.5_9Ag383700.v2.1	3.523	no	no	no	yes
SoffiXsponR570.09Eg028700.v2.1	3.522	no	no	no	yes
SoffiXsponR570.1Z056100.v2.1	3.522	no	no	no	yes
SoffiXsponR570.02Bg252900.v2.1	3.522	no	no	no	yes
SoffiXsponR570.05Ag153800.v2.1	3.522	no	no	no	yes
SoffiXsponR570.01Ag150600.v2.1	3.521	no	no	no	yes
SoffiXsponR570.07Eg074000.v2.1	3.52	no	no	no	yes
SoffiXsponR570.07Eg084600.v2.1	3.519	no	no	no	yes
SoffiXsponR570.02Bg006900.v2.1	3.519	no	no	no	yes
SoffiXsponR570.05Fg181500.v2.1	3.519	no	no	no	yes
SoffiXsponR570.02Fg222900.v2.1	3.517	no	no	no	yes
SoffiXsponR570.05Ag103300.v2.1	3.516	no	no	no	yes
SoffiXsponR570.5_9Ag036000.v2.1	3.515	no	no	no	yes
SoffiXsponR570.05Ag296000.v2.1	3.514	no	no	no	yes
SoffiXsponR570.06Eg150600.v2.1	3.514	no	no	no	yes
SoffiXsponR570.07Bg278100.v2.1	3.514	no	no	no	yes
SoffiXsponR570.01Bg250500.v2.1	3.514	no	no	no	yes
SoffiXsponR570.04Dg103900.v2.1	3.514	no	no	no	yes
SoffiXsponR570.02Dg159300.v2.1	3.512	no	no	no	yes
SoffiXsponR570.02Cg168500.v2.1	3.511	no	no	no	yes
SoffiXsponR570.01Bg267800.v2.1	3.51	no	no	no	yes
SoffiXsponR570.05Ag375200.v2.1	3.51	no	no	no	yes
SoffiXsponR570.03Eg056800.v2.1	3.51	no	no	no	yes
SoffiXsponR570.8_5Ag047900.v2.1	3.51	no	no	no	yes
SoffiXsponR570.02Gg309600.v2.1	3.51	no	no	no	yes
SoffiXsponR570.08Bg003000.v2.1	3.51	no	no	no	yes
SoffiXsponR570.09Eg024200.v2.1	3.509	no	no	no	yes
SoffiXsponR570.05Fg251400.v2.1	3.509	no	no	no	yes
SoffiXsponR570.02Ag065600.v2.1	3.509	no	no	no	yes
SoffiXsponR570.10Cg022700.v2.1	3.509	no	no	no	yes
SoffiXsponR570.06Ag064500.v2.1	3.508	no	no	no	yes
SoffiXsponR570.06Dg040400.v2.1	3.508	no	no	no	yes
SoffiXsponR570.10Ag071200.v2.1	3.507	no	no	no	yes
SoffiXsponR570.06Cg140800.v2.1	3.507	no	no	no	yes
SoffiXsponR570.5_9Ag410100.v2.1	3.507	no	no	no	yes
SoffiXsponR570.06Dg115600.v2.1	3.506	no	no	no	yes
SoffiXsponR570.01Cg334900.v2.1	3.505	no	no	no	yes
SoffiXsponR570.05Ag325200.v2.1	3.504	no	no	no	yes
SoffiXsponR570.07Eg220400.v2.1	3.504	no	no	no	yes
SoffiXsponR570.09Cg159400.v2.1	3.504	no	no	no	yes
SoffiXsponR570.03Ag028500.v2.1	3.503	no	no	no	yes
SoffiXsponR570.06Cg134400.v2.1	3.502	no	no	no	yes
SoffiXsponR570.03Eg152400.v2.1	3.501	no	no	no	yes
SoffiXsponR570.10Dg162400.v2.1	3.5	no	no	no	yes
SoffiXsponR570.05Gg146600.v2.1	3.5	no	no	no	yes
SoffiXsponR570.09Eg019100.v2.1	3.5	no	no	no	yes
SoffiXsponR570.09Ag114400.v2.1	3.499	no	no	no	yes
SoffiXsponR570.05Bg297000.v2.1	3.498	no	no	no	yes
SoffiXsponR570.09Ag104700.v2.1	3.498	no	no	no	yes
SoffiXsponR570.07Eg063100.v2.1	3.497	no	no	no	yes
SoffiXsponR570.01Bg029100.v2.1	3.496	no	no	no	yes
SoffiXsponR570.01Eg145100.v2.1	3.496	no	no	no	yes
SoffiXsponR570.09Ag108800.v2.1	3.496	no	no	no	yes
SoffiXsponR570.02Fg201800.v2.1	3.494	no	no	no	yes
SoffiXsponR570.01Ag503700.v2.1	3.49	no	no	no	yes
SoffiXsponR570.03Dg237500.v2.1	3.49	no	no	no	yes
SoffiXsponR570.07Cg193000.v2.1	3.489	no	no	no	yes
SoffiXsponR570.04Bg051400.v2.1	3.489	no	no	no	yes
SoffiXsponR570.03Cg016500.v2.1	3.488	no	no	no	yes
SoffiXsponR570.02Ag378500.v2.1	3.487	no	no	no	yes
SoffiXsponR570.07Eg102900.v2.1	3.487	no	no	no	yes
SoffiXsponR570.01Cg396100.v2.1	3.486	no	no	no	yes
SoffiXsponR570.06Ag222900.v2.1	3.485	no	no	no	yes
SoffiXsponR570.1Z176400.v2.1	3.485	no	no	no	yes
SoffiXsponR570.05Eg000400.v2.1	3.484	no	no	no	yes
SoffiXsponR570.05Ag038900.v2.1	3.484	no	yes	no	no
SoffiXsponR570.05Ag210500.v2.1	3.483	no	no	no	yes
SoffiXsponR570.02Dg211600.v2.1	3.48	no	no	no	yes
SoffiXsponR570.03Bg229400.v2.1	3.479	no	no	no	yes
SoffiXsponR570.10Ag005600.v2.1	3.479	no	no	no	yes
SoffiXsponR570.3os5g003700.v2.1	3.479	no	no	no	yes
SoffiXsponR570.02Bg385100.v2.1	3.478	no	no	no	yes
SoffiXsponR570.07Cg217400.v2.1	3.478	no	no	no	yes
SoffiXsponR570.06Dg100500.v2.1	3.477	no	no	no	yes
SoffiXsponR570.10Dg074800.v2.1	3.477	no	no	no	yes
SoffiXsponR570.07Eg015500.v2.1	3.477	no	no	no	yes
SoffiXsponR570.10Bg014300.v2.1	3.475	no	no	no	yes
SoffiXsponR570.05Eg360100.v2.1	3.474	no	no	no	yes
SoffiXsponR570.07Bg277500.v2.1	3.471	no	no	no	yes
SoffiXsponR570.02Ag215400.v2.1	3.47	no	no	no	yes
SoffiXsponR570.02Gg127200.v2.1	3.469	no	no	no	yes
SoffiXsponR570.06Ag081800.v2.1	3.469	no	no	no	yes
SoffiXsponR570.02Ag316100.v2.1	3.469	no	no	no	yes
SoffiXsponR570.6_9Ag051200.v2.1	3.469	no	no	no	yes
SoffiXsponR570.03Eg060500.v2.1	3.468	no	no	no	yes
SoffiXsponR570.07Eg067300.v2.1	3.467	no	no	no	yes
SoffiXsponR570.01Ag166300.v2.1	3.466	no	no	no	yes
SoffiXsponR570.02Dg389600.v2.1	3.466	no	no	no	yes
SoffiXsponR570.04Ag262000.v2.1	3.466	no	no	no	yes
SoffiXsponR570.7_10Ag287900.v2.1	3.466	no	no	no	yes
SoffiXsponR570.1Z138500.v2.1	3.464	no	no	no	yes
SoffiXsponR570.5_9Ag271600.v2.1	3.464	no	no	no	yes
SoffiXsponR570.02Ag166500.v2.1	3.463	no	no	no	yes
SoffiXsponR570.03Fg118300.v2.1	3.463	no	no	no	yes
SoffiXsponR570.7_10Ag182700.v2.1	3.463	no	no	no	yes
SoffiXsponR570.05Cg354900.v2.1	3.463	no	no	no	yes
SoffiXsponR570.05Fg100000.v2.1	3.462	no	no	no	yes
SoffiXsponR570.01Bg258900.v2.1	3.46	no	no	no	yes
SoffiXsponR570.6_9Ag306400.v2.1	3.46	no	no	no	yes
SoffiXsponR570.01Bg424200.v2.1	3.46	no	no	no	yes
SoffiXsponR570.5_9Ag146900.v2.1	3.459	no	no	no	yes
SoffiXsponR570.02Dg261200.v2.1	3.459	no	no	no	yes
SoffiXsponR570.08Bg174100.v2.1	3.459	no	no	no	yes
SoffiXsponR570.07Bg043900.v2.1	3.459	no	no	no	yes
SoffiXsponR570.02Bg012200.v2.1	3.458	no	no	no	yes
SoffiXsponR570.01Bg367300.v2.1	3.457	no	no	no	yes
SoffiXsponR570.07Ag103800.v2.1	3.456	no	no	no	yes
SoffiXsponR570.02Dg350300.v2.1	3.455	no	no	no	yes
SoffiXsponR570.01Dg129600.v2.1	3.454	no	no	no	yes
SoffiXsponR570.04Dg149700.v2.1	3.454	no	no	no	yes
SoffiXsponR570.10Bg052600.v2.1	3.454	no	no	no	yes
SoffiXsponR570.02Gg044000.v2.1	3.453	no	no	no	yes
SoffiXsponR570.08Cg151300.v2.1	3.453	no	no	no	yes
SoffiXsponR570.06Eg102000.v2.1	3.453	no	no	no	yes
SoffiXsponR570.05Bg186100.v2.1	3.452	no	no	no	yes
SoffiXsponR570.05Bg274300.v2.1	3.451	no	no	no	yes
SoffiXsponR570.02Dg269000.v2.1	3.45	no	no	no	yes
SoffiXsponR570.05Eg125100.v2.1	3.45	no	no	no	yes
SoffiXsponR570.02Cg354100.v2.1	3.45	no	no	no	yes
SoffiXsponR570.01Bg322700.v2.1	3.45	no	no	no	yes
SoffiXsponR570.08Ag083100.v2.1	3.448	no	no	no	yes
SoffiXsponR570.02Bg362700.v2.1	3.445	no	no	no	yes
SoffiXsponR570.05Fg247100.v2.1	3.445	no	no	no	yes
SoffiXsponR570.02Bg296200.v2.1	3.444	no	no	no	yes
SoffiXsponR570.06Gg064800.v2.1	3.444	no	no	no	yes
SoffiXsponR570.08Eg128500.v2.1	3.443	no	no	no	yes
SoffiXsponR570.01Bg357800.v2.1	3.442	no	no	no	yes
SoffiXsponR570.07Dg187300.v2.1	3.442	no	no	no	yes
SoffiXsponR570.06Bg008200.v2.1	3.442	no	no	no	yes
SoffiXsponR570.03Gg002300.v2.1	3.441	no	no	no	yes
SoffiXsponR570.5_9Ag042400.v2.1	3.44	no	no	no	yes
SoffiXsponR570.10Eg008800.v2.1	3.439	no	no	no	yes
SoffiXsponR570.10Bg040700.v2.1	3.439	no	no	no	yes
SoffiXsponR570.06Cg040400.v2.1	3.438	no	no	no	yes
SoffiXsponR570.02Gg289900.v2.1	3.438	no	no	no	yes
SoffiXsponR570.1Z130200.v2.1	3.438	no	no	no	yes
SoffiXsponR570.05Bg363200.v2.1	3.436	no	no	no	yes
SoffiXsponR570.01Ag531500.v2.1	3.435	no	no	no	yes
SoffiXsponR570.06Gg109300.v2.1	3.435	no	no	no	yes
SoffiXsponR570.02Gg244000.v2.1	3.435	no	no	no	yes
SoffiXsponR570.01Eg422400.v2.1	3.434	no	no	no	yes
SoffiXsponR570.03Bg245200.v2.1	3.434	no	no	no	yes
SoffiXsponR570.01Eg196100.v2.1	3.434	no	no	no	yes
SoffiXsponR570.03Cg232400.v2.1	3.432	no	no	no	yes
SoffiXsponR570.04Ag122800.v2.1	3.432	no	no	no	yes
SoffiXsponR570.02Cg141900.v2.1	3.431	no	no	no	yes
SoffiXsponR570.03Dg027500.v2.1	3.431	no	no	no	yes
SoffiXsponR570.04Dg046800.v2.1	3.431	no	no	no	yes
SoffiXsponR570.10Dg126000.v2.1	3.431	no	no	no	yes
SoffiXsponR570.02Bg382400.v2.1	3.431	no	no	no	yes
SoffiXsponR570.02Fg274100.v2.1	3.43	no	no	no	yes
SoffiXsponR570.8_10Ag298100.v2.1	3.43	no	no	no	yes
SoffiXsponR570.05Eg333300.v2.1	3.429	no	no	no	yes
SoffiXsponR570.04Eg130400.v2.1	3.429	no	no	no	yes
SoffiXsponR570.01Eg345400.v2.1	3.429	no	no	no	yes
SoffiXsponR570.01Ag310300.v2.1	3.428	no	no	no	yes
SoffiXsponR570.06Dg047500.v2.1	3.428	no	no	no	yes
SoffiXsponR570.01Ag198600.v2.1	3.428	no	no	no	yes
SoffiXsponR570.01Fg202600.v2.1	3.427	no	no	no	yes
SoffiXsponR570.01Eg040300.v2.1	3.427	no	no	no	yes
SoffiXsponR570.06Gg111900.v2.1	3.427	no	no	no	yes
SoffiXsponR570.4us91g060500.v2.1	3.426	no	no	no	yes
SoffiXsponR570.07Ag238300.v2.1	3.425	no	no	no	yes
SoffiXsponR570.07Eg123100.v2.1	3.425	no	no	no	yes
SoffiXsponR570.1Z044800.v2.1	3.424	no	no	no	yes
SoffiXsponR570.09Ag150700.v2.1	3.424	no	no	no	yes
SoffiXsponR570.08Ag171400.v2.1	3.423	no	no	no	yes
SoffiXsponR570.8_10Ag307400.v2.1	3.423	no	yes	no	yes
SoffiXsponR570.09Dg042800.v2.1	3.421	no	no	no	yes
SoffiXsponR570.05Eg109900.v2.1	3.42	no	no	no	yes
SoffiXsponR570.10Cg163500.v2.1	3.42	no	no	no	yes
SoffiXsponR570.09Ag113000.v2.1	3.419	no	no	no	yes
SoffiXsponR570.04Ag093500.v2.1	3.419	no	no	no	yes
SoffiXsponR570.06Ag162200.v2.1	3.418	no	no	no	yes
SoffiXsponR570.03Eg131000.v2.1	3.417	no	no	yes	yes
SoffiXsponR570.08Bg169200.v2.1	3.416	no	no	no	yes
SoffiXsponR570.01Eg341900.v2.1	3.415	no	no	no	yes
SoffiXsponR570.10Cg029100.v2.1	3.415	no	no	no	yes
SoffiXsponR570.01Eg254000.v2.1	3.414	no	no	no	yes
SoffiXsponR570.10us89g011000.v2.1	3.414	no	no	no	yes
SoffiXsponR570.02Cg187300.v2.1	3.413	no	no	no	yes
SoffiXsponR570.02Bg030400.v2.1	3.413	no	no	no	yes
SoffiXsponR570.09Bg084900.v2.1	3.413	no	no	no	yes
SoffiXsponR570.07Bg221600.v2.1	3.413	no	no	no	yes
SoffiXsponR570.1Z189400.v2.1	3.41	no	no	no	yes
SoffiXsponR570.02Ag036200.v2.1	3.409	no	no	no	yes
SoffiXsponR570.06Gg090400.v2.1	3.409	no	no	no	yes
SoffiXsponR570.07Ag156000.v2.1	3.408	no	no	no	yes
SoffiXsponR570.8_5Ag208500.v2.1	3.408	no	no	no	yes
SoffiXsponR570.09Dg123500.v2.1	3.407	no	no	no	yes
SoffiXsponR570.06Gg078000.v2.1	3.406	no	no	no	yes
SoffiXsponR570.05Dg171000.v2.1	3.404	no	no	no	yes
SoffiXsponR570.06Cg005300.v2.1	3.403	no	no	no	yes
SoffiXsponR570.05Cg033900.v2.1	3.403	no	no	no	yes
SoffiXsponR570.02Bg307600.v2.1	3.401	no	no	no	yes
SoffiXsponR570.02Eg296800.v2.1	3.401	no	no	no	yes
SoffiXsponR570.03Gg106200.v2.1	3.4	no	no	no	yes
SoffiXsponR570.08Cg019600.v2.1	3.399	no	no	no	yes
SoffiXsponR570.03Cg114200.v2.1	3.398	no	no	no	yes
SoffiXsponR570.02Eg246100.v2.1	3.398	no	yes	no	no
SoffiXsponR570.06Eg147400.v2.1	3.397	no	no	no	yes
SoffiXsponR570.07Bg169200.v2.1	3.397	no	no	no	yes
SoffiXsponR570.01Bg340100.v2.1	3.397	no	no	no	yes
SoffiXsponR570.5_9Ag299700.v2.1	3.396	no	no	no	yes
SoffiXsponR570.01Cg181600.v2.1	3.395	no	no	no	yes
SoffiXsponR570.05Fg214900.v2.1	3.394	no	no	no	yes
SoffiXsponR570.02Eg052700.v2.1	3.394	no	no	no	yes
SoffiXsponR570.06Dg075300.v2.1	3.393	no	no	no	yes
SoffiXsponR570.06Dg132300.v2.1	3.391	no	no	no	yes
SoffiXsponR570.08Cg071900.v2.1	3.391	no	no	no	yes
SoffiXsponR570.09Cg133000.v2.1	3.39	no	no	no	yes
SoffiXsponR570.01Bg227900.v2.1	3.39	no	no	no	yes
SoffiXsponR570.10Cg005200.v2.1	3.39	no	no	no	yes
SoffiXsponR570.05Fg016100.v2.1	3.388	no	no	no	yes
SoffiXsponR570.3os1g011900.v2.1	3.388	no	no	no	yes
SoffiXsponR570.5_9Ag280100.v2.1	3.388	no	no	no	yes
SoffiXsponR570.09Eg056500.v2.1	3.387	no	no	no	yes
SoffiXsponR570.04Cg018500.v2.1	3.385	no	no	no	yes
SoffiXsponR570.02Fg264700.v2.1	3.384	no	no	no	yes
SoffiXsponR570.07Ag211500.v2.1	3.383	no	no	no	yes
SoffiXsponR570.02Bg029900.v2.1	3.383	no	no	no	yes
SoffiXsponR570.04Cg156600.v2.1	3.382	no	no	no	yes
SoffiXsponR570.6_9Ag268000.v2.1	3.382	no	no	no	yes
SoffiXsponR570.02Ag090200.v2.1	3.382	no	no	no	yes
SoffiXsponR570.06Dg163900.v2.1	3.381	no	no	no	yes
SoffiXsponR570.07Eg218900.v2.1	3.38	no	no	no	yes
SoffiXsponR570.01Cg097100.v2.1	3.38	no	no	no	yes
SoffiXsponR570.03Cg126800.v2.1	3.379	no	no	no	yes
SoffiXsponR570.09Dg111400.v2.1	3.379	no	no	no	yes
SoffiXsponR570.06Eg033700.v2.1	3.378	no	no	no	yes
SoffiXsponR570.03Eg018900.v2.1	3.377	no	no	no	yes
SoffiXsponR570.01Eg191400.v2.1	3.376	no	no	no	yes
SoffiXsponR570.02Bg346100.v2.1	3.376	no	no	no	yes
SoffiXsponR570.02Cg280900.v2.1	3.375	no	no	no	yes
SoffiXsponR570.06Dg123100.v2.1	3.375	no	no	no	yes
SoffiXsponR570.01Cg193900.v2.1	3.375	no	no	no	yes
SoffiXsponR570.07Dg086700.v2.1	3.375	no	no	no	yes
SoffiXsponR570.07Cg267900.v2.1	3.374	no	no	no	yes
SoffiXsponR570.08Cg083200.v2.1	3.373	no	no	no	yes
SoffiXsponR570.01Dg109200.v2.1	3.373	no	no	no	yes
SoffiXsponR570.02Eg278600.v2.1	3.372	no	no	no	yes
SoffiXsponR570.05Cg299700.v2.1	3.372	no	no	no	yes
SoffiXsponR570.4us91g055000.v2.1	3.372	no	no	no	yes
SoffiXsponR570.10Dg021800.v2.1	3.372	no	no	no	yes
SoffiXsponR570.03Gg035500.v2.1	3.371	no	no	no	yes
SoffiXsponR570.6_9Ag091700.v2.1	3.371	no	no	no	yes
SoffiXsponR570.02Eg044900.v2.1	3.37	no	no	no	yes
SoffiXsponR570.02Fg301100.v2.1	3.37	no	no	yes	yes
SoffiXsponR570.6us88g100200.v2.1	3.369	no	no	no	yes
SoffiXsponR570.10Dg084000.v2.1	3.368	no	no	no	yes
SoffiXsponR570.05Dg320800.v2.1	3.368	no	no	no	yes
SoffiXsponR570.06Cg182700.v2.1	3.368	no	no	no	yes
SoffiXsponR570.05Bg320900.v2.1	3.367	no	no	no	yes
SoffiXsponR570.03Ag103500.v2.1	3.367	no	no	no	yes
SoffiXsponR570.02Fg267300.v2.1	3.367	no	no	no	yes
SoffiXsponR570.02Gg080800.v2.1	3.367	no	no	no	yes
SoffiXsponR570.09Bg062100.v2.1	3.366	no	no	no	yes
SoffiXsponR570.1Z260600.v2.1	3.365	no	no	no	yes
SoffiXsponR570.02Bg380400.v2.1	3.365	no	no	no	yes
SoffiXsponR570.1Z185400.v2.1	3.365	no	no	no	yes
SoffiXsponR570.01Dg077900.v2.1	3.364	no	no	no	yes
SoffiXsponR570.5_9Ag104200.v2.1	3.364	no	no	no	yes
SoffiXsponR570.02Dg364200.v2.1	3.363	no	no	no	yes
