gene	R570_mean_TPM	lost_in_Saccharum_hybrid_cultivar	lost_in_Saccharum_officinarum	lost_in_Saccharum_spontaneum	lost_in_Tripidium_arundinaceum
SoffiXsponR570.08Cg188800.v2.1	3.363	no	no	no	yes
SoffiXsponR570.07Ag209700.v2.1	3.362	no	no	no	yes
SoffiXsponR570.05Dg100800.v2.1	3.361	no	no	no	yes
SoffiXsponR570.02Bg254300.v2.1	3.361	no	no	no	yes
SoffiXsponR570.09Cg000700.v2.1	3.359	no	no	no	yes
SoffiXsponR570.8_10Ag085600.v2.1	3.359	no	no	no	yes
SoffiXsponR570.08Cg058500.v2.1	3.358	no	no	no	yes
SoffiXsponR570.08Ag160900.v2.1	3.358	no	no	no	yes
SoffiXsponR570.06Cg167800.v2.1	3.357	no	no	no	yes
SoffiXsponR570.06Cg200300.v2.1	3.356	no	no	no	yes
SoffiXsponR570.02Gg112500.v2.1	3.356	no	no	no	yes
SoffiXsponR570.10us89g040600.v2.1	3.356	no	no	no	yes
SoffiXsponR570.05Cg022200.v2.1	3.354	no	no	no	yes
SoffiXsponR570.02Cg428500.v2.1	3.354	no	no	no	yes
SoffiXsponR570.04Cg048600.v2.1	3.351	no	no	no	yes
SoffiXsponR570.10Eg095200.v2.1	3.351	no	no	no	yes
SoffiXsponR570.01Ag417700.v2.1	3.35	no	no	no	yes
SoffiXsponR570.10Dg006600.v2.1	3.35	no	no	no	yes
SoffiXsponR570.04Fg059900.v2.1	3.348	no	no	no	yes
SoffiXsponR570.02Bg032800.v2.1	3.347	no	no	no	yes
SoffiXsponR570.02Fg269400.v2.1	3.347	no	no	no	yes
SoffiXsponR570.04Fg150600.v2.1	3.347	no	no	no	yes
SoffiXsponR570.05Eg294900.v2.1	3.347	no	no	no	yes
SoffiXsponR570.08Bg182200.v2.1	3.346	no	no	no	yes
SoffiXsponR570.05Fg198200.v2.1	3.345	no	no	no	yes
SoffiXsponR570.08Cg082400.v2.1	3.343	no	no	no	yes
SoffiXsponR570.8_5Ag221900.v2.1	3.343	no	no	no	yes
SoffiXsponR570.03Ag077400.v2.1	3.343	no	no	no	yes
SoffiXsponR570.02Bg176600.v2.1	3.343	no	no	no	yes
SoffiXsponR570.06Cg043300.v2.1	3.343	no	no	no	yes
SoffiXsponR570.05Ag250600.v2.1	3.343	no	no	no	yes
SoffiXsponR570.05Dg330200.v2.1	3.342	no	no	no	yes
SoffiXsponR570.08Bg161800.v2.1	3.342	no	no	no	yes
SoffiXsponR570.10Fg013500.v2.1	3.341	no	no	no	yes
SoffiXsponR570.05Cg238300.v2.1	3.341	no	no	no	yes
SoffiXsponR570.1os1g002900.v2.1	3.341	no	no	no	yes
SoffiXsponR570.01Bg499300.v2.1	3.341	no	no	no	yes
SoffiXsponR570.01Eg161300.v2.1	3.341	no	no	no	yes
SoffiXsponR570.05Cg108600.v2.1	3.341	no	no	no	yes
SoffiXsponR570.10Ag116500.v2.1	3.341	yes	yes	yes	yes
SoffiXsponR570.02Dg055900.v2.1	3.339	no	yes	no	yes
SoffiXsponR570.08Cg073400.v2.1	3.339	no	yes	no	no
SoffiXsponR570.02Gg116000.v2.1	3.338	no	no	no	yes
SoffiXsponR570.07Bg111800.v2.1	3.337	no	no	no	yes
SoffiXsponR570.02Ag273500.v2.1	3.337	no	no	no	yes
SoffiXsponR570.7_10Ag271200.v2.1	3.336	no	no	no	yes
SoffiXsponR570.02Bg254000.v2.1	3.336	no	no	no	yes
SoffiXsponR570.6_9Ag059800.v2.1	3.335	no	no	no	yes
SoffiXsponR570.06Dg157200.v2.1	3.332	no	no	no	yes
SoffiXsponR570.1Z047100.v2.1	3.332	no	no	no	yes
SoffiXsponR570.02Cg248500.v2.1	3.331	no	no	no	yes
SoffiXsponR570.05Gg173400.v2.1	3.331	no	no	no	yes
SoffiXsponR570.01Eg141800.v2.1	3.331	no	no	no	yes
SoffiXsponR570.05Bg377300.v2.1	3.33	no	no	no	yes
SoffiXsponR570.03Bg232900.v2.1	3.33	no	no	no	yes
SoffiXsponR570.03Ag219400.v2.1	3.328	no	no	no	yes
SoffiXsponR570.07Eg009300.v2.1	3.328	no	no	no	yes
SoffiXsponR570.05Fg183400.v2.1	3.327	no	no	no	yes
SoffiXsponR570.01Bg353100.v2.1	3.327	no	no	no	yes
SoffiXsponR570.01Bg414600.v2.1	3.327	no	no	no	yes
SoffiXsponR570.03Eg275200.v2.1	3.326	no	no	no	yes
SoffiXsponR570.07Cg189700.v2.1	3.325	no	no	no	yes
SoffiXsponR570.04Bg094100.v2.1	3.325	no	no	no	yes
SoffiXsponR570.10Bg130300.v2.1	3.325	no	no	no	yes
SoffiXsponR570.02Bg345100.v2.1	3.325	no	no	no	yes
SoffiXsponR570.05Fg003100.v2.1	3.324	no	no	no	yes
SoffiXsponR570.03Gg048300.v2.1	3.324	no	no	no	yes
SoffiXsponR570.05Ag113900.v2.1	3.324	no	no	yes	yes
SoffiXsponR570.02Eg068500.v2.1	3.323	no	no	no	yes
SoffiXsponR570.01Cg075700.v2.1	3.323	no	no	no	yes
SoffiXsponR570.02Cg037100.v2.1	3.321	no	no	no	yes
SoffiXsponR570.5_9Ag274200.v2.1	3.32	no	no	no	yes
SoffiXsponR570.09Ag116600.v2.1	3.319	no	no	no	yes
SoffiXsponR570.02Ag270300.v2.1	3.319	no	no	no	yes
SoffiXsponR570.07Bg150500.v2.1	3.319	no	no	no	yes
SoffiXsponR570.10Dg146200.v2.1	3.319	no	no	no	yes
SoffiXsponR570.06Fg012500.v2.1	3.318	no	no	no	yes
SoffiXsponR570.9us90g033000.v2.1	3.318	no	no	no	yes
SoffiXsponR570.02Eg351400.v2.1	3.317	no	no	no	yes
SoffiXsponR570.06Eg132700.v2.1	3.317	no	no	no	yes
SoffiXsponR570.07Dg192600.v2.1	3.317	no	no	no	yes
SoffiXsponR570.06Fg125900.v2.1	3.317	no	no	no	yes
SoffiXsponR570.7_10Ag356400.v2.1	3.315	no	no	no	yes
SoffiXsponR570.05Ag176400.v2.1	3.315	no	no	no	yes
SoffiXsponR570.08Bg146400.v2.1	3.313	no	no	no	yes
SoffiXsponR570.05Dg284100.v2.1	3.313	no	no	no	yes
SoffiXsponR570.5_9Ag149000.v2.1	3.313	no	no	no	yes
SoffiXsponR570.04Dg040300.v2.1	3.313	no	no	no	yes
SoffiXsponR570.02Cg146400.v2.1	3.312	no	no	no	yes
SoffiXsponR570.06Fg151500.v2.1	3.311	no	no	no	yes
SoffiXsponR570.08Cg168100.v2.1	3.31	no	no	no	yes
SoffiXsponR570.5_9Ag317400.v2.1	3.31	no	no	no	yes
SoffiXsponR570.02Fg196400.v2.1	3.31	no	no	no	yes
SoffiXsponR570.05Ag374900.v2.1	3.308	no	no	no	yes
SoffiXsponR570.10Ag099600.v2.1	3.307	no	no	no	yes
SoffiXsponR570.02Ag243700.v2.1	3.306	no	no	no	yes
SoffiXsponR570.04Ag271600.v2.1	3.306	no	no	no	yes
SoffiXsponR570.07Eg045900.v2.1	3.305	no	no	no	yes
SoffiXsponR570.10Dg058000.v2.1	3.304	no	no	no	yes
SoffiXsponR570.10Dg183100.v2.1	3.304	no	no	no	yes
SoffiXsponR570.10Cg052800.v2.1	3.303	no	no	no	yes
SoffiXsponR570.08Cg174900.v2.1	3.303	no	no	no	yes
SoffiXsponR570.08Ag070300.v2.1	3.302	no	no	no	yes
SoffiXsponR570.03Eg279700.v2.1	3.301	no	no	no	yes
SoffiXsponR570.10Eg076900.v2.1	3.301	no	no	no	yes
SoffiXsponR570.08Cg140600.v2.1	3.301	no	no	no	yes
SoffiXsponR570.7_10Ag268800.v2.1	3.3	no	no	no	yes
SoffiXsponR570.3os1g011400.v2.1	3.3	no	yes	no	yes
SoffiXsponR570.09Eg089000.v2.1	3.299	no	no	no	yes
SoffiXsponR570.8_5Ag066300.v2.1	3.298	no	no	no	yes
SoffiXsponR570.5os1g002100.v2.1	3.298	no	no	no	yes
SoffiXsponR570.01Dg266700.v2.1	3.297	no	no	no	yes
SoffiXsponR570.02Fg057900.v2.1	3.296	no	no	no	yes
SoffiXsponR570.06Gg062700.v2.1	3.296	no	no	no	yes
SoffiXsponR570.01Bg305800.v2.1	3.296	no	no	no	yes
SoffiXsponR570.05Cg329300.v2.1	3.296	no	no	no	yes
SoffiXsponR570.3os2g004400.v2.1	3.295	no	no	no	yes
SoffiXsponR570.04Eg099700.v2.1	3.294	no	no	no	yes
SoffiXsponR570.6_9Ag302400.v2.1	3.294	no	no	no	yes
SoffiXsponR570.6_9Ag046000.v2.1	3.294	no	no	no	yes
SoffiXsponR570.05Cg172300.v2.1	3.293	no	no	no	yes
SoffiXsponR570.01Ag552900.v2.1	3.293	no	no	no	yes
SoffiXsponR570.06Gg048200.v2.1	3.292	no	no	no	yes
SoffiXsponR570.08Bg047100.v2.1	3.291	no	no	no	yes
SoffiXsponR570.05Cg163200.v2.1	3.291	no	no	no	yes
SoffiXsponR570.07Eg152300.v2.1	3.291	no	no	no	yes
SoffiXsponR570.02Dg296500.v2.1	3.29	no	no	no	yes
SoffiXsponR570.03Ag321200.v2.1	3.29	no	no	no	yes
SoffiXsponR570.02Bg048500.v2.1	3.289	no	no	no	yes
SoffiXsponR570.09Dg086500.v2.1	3.289	no	no	no	yes
SoffiXsponR570.03Eg073600.v2.1	3.289	no	no	no	yes
SoffiXsponR570.4us91g023800.v2.1	3.288	no	no	no	yes
SoffiXsponR570.02Gg262100.v2.1	3.287	no	no	no	yes
SoffiXsponR570.03Fg088000.v2.1	3.286	no	no	no	yes
SoffiXsponR570.05Cg297400.v2.1	3.286	no	no	no	yes
SoffiXsponR570.02Cg367400.v2.1	3.286	no	no	no	yes
SoffiXsponR570.4us91g002600.v2.1	3.286	no	no	no	yes
SoffiXsponR570.5_9Ag312700.v2.1	3.285	no	no	no	yes
SoffiXsponR570.04Bg245800.v2.1	3.285	no	no	no	yes
SoffiXsponR570.10Dg119200.v2.1	3.284	no	no	no	yes
SoffiXsponR570.07Dg153400.v2.1	3.284	no	no	no	yes
SoffiXsponR570.03Eg084600.v2.1	3.284	no	no	no	yes
SoffiXsponR570.03Eg052200.v2.1	3.283	no	no	no	yes
SoffiXsponR570.02Cg168300.v2.1	3.283	no	no	no	yes
SoffiXsponR570.7os1g007700.v2.1	3.282	no	no	no	yes
SoffiXsponR570.07Eg221500.v2.1	3.282	no	no	no	yes
SoffiXsponR570.6us88g113800.v2.1	3.282	no	no	no	yes
SoffiXsponR570.01Fg098300.v2.1	3.281	no	no	no	yes
SoffiXsponR570.03Cg148500.v2.1	3.281	no	no	no	yes
SoffiXsponR570.02Dg410300.v2.1	3.28	no	yes	no	no
SoffiXsponR570.04Ag116200.v2.1	3.28	no	no	no	yes
SoffiXsponR570.06Ag020700.v2.1	3.28	no	no	no	yes
SoffiXsponR570.02Gg093000.v2.1	3.278	no	no	no	yes
SoffiXsponR570.09Bg028300.v2.1	3.278	no	no	no	yes
SoffiXsponR570.01Ag073500.v2.1	3.277	no	no	no	yes
SoffiXsponR570.02Eg388200.v2.1	3.277	no	no	no	yes
SoffiXsponR570.02Cg236700.v2.1	3.277	no	no	no	yes
SoffiXsponR570.05Bg094700.v2.1	3.277	no	no	no	yes
SoffiXsponR570.8_5Ag153300.v2.1	3.277	no	no	no	yes
SoffiXsponR570.06Ag050500.v2.1	3.275	no	no	no	yes
SoffiXsponR570.10Ag220800.v2.1	3.274	no	no	no	yes
SoffiXsponR570.03Dg259300.v2.1	3.274	no	no	no	yes
SoffiXsponR570.03Dg352500.v2.1	3.273	no	no	no	yes
SoffiXsponR570.07Ag195700.v2.1	3.273	no	no	no	yes
SoffiXsponR570.07Cg222700.v2.1	3.273	no	no	no	yes
SoffiXsponR570.01Eg400100.v2.1	3.271	no	no	no	yes
SoffiXsponR570.02Fg349300.v2.1	3.271	no	no	no	yes
SoffiXsponR570.7os1g030200.v2.1	3.27	no	no	no	yes
SoffiXsponR570.07Cg199300.v2.1	3.269	no	no	no	yes
SoffiXsponR570.01Bg406100.v2.1	3.268	no	no	no	yes
SoffiXsponR570.09Ag015700.v2.1	3.268	no	no	no	yes
SoffiXsponR570.02Bg086900.v2.1	3.268	no	no	no	yes
SoffiXsponR570.01Cg125000.v2.1	3.268	no	no	no	yes
SoffiXsponR570.07Eg089400.v2.1	3.265	no	no	no	yes
SoffiXsponR570.06Ag053500.v2.1	3.264	no	no	no	yes
SoffiXsponR570.07Dg041800.v2.1	3.263	no	no	no	yes
SoffiXsponR570.06Cg018700.v2.1	3.261	no	no	no	yes
SoffiXsponR570.1Z006900.v2.1	3.261	no	no	no	yes
SoffiXsponR570.08Bg132000.v2.1	3.261	no	no	no	yes
SoffiXsponR570.01Ag265400.v2.1	3.261	no	no	no	yes
SoffiXsponR570.06Fg054400.v2.1	3.26	no	no	no	yes
SoffiXsponR570.1Z055000.v2.1	3.26	no	no	no	yes
SoffiXsponR570.8_5Ag198600.v2.1	3.259	no	no	no	yes
SoffiXsponR570.05Ag220900.v2.1	3.259	no	no	no	yes
SoffiXsponR570.02Bg204900.v2.1	3.257	no	no	no	yes
SoffiXsponR570.08Dg160600.v2.1	3.257	yes	yes	yes	yes
SoffiXsponR570.01Ag334100.v2.1	3.257	no	no	no	yes
SoffiXsponR570.7os1g003000.v2.1	3.255	no	no	no	yes
SoffiXsponR570.05Fg140000.v2.1	3.254	no	no	no	yes
SoffiXsponR570.05Ag375400.v2.1	3.254	no	no	no	yes
SoffiXsponR570.01Cg347800.v2.1	3.254	no	no	no	yes
SoffiXsponR570.10Dg152500.v2.1	3.254	no	no	no	yes
SoffiXsponR570.09Ag111600.v2.1	3.254	no	no	no	yes
SoffiXsponR570.5_9Ag436000.v2.1	3.253	no	no	no	yes
SoffiXsponR570.02Ag200900.v2.1	3.253	no	no	no	yes
SoffiXsponR570.07Eg000500.v2.1	3.252	no	no	no	yes
SoffiXsponR570.07Bg005500.v2.1	3.252	no	no	no	yes
SoffiXsponR570.04Bg268100.v2.1	3.252	no	no	no	yes
SoffiXsponR570.02Eg087300.v2.1	3.251	no	no	no	yes
SoffiXsponR570.10Dg115500.v2.1	3.25	no	no	no	yes
SoffiXsponR570.8_10Ag242900.v2.1	3.249	no	no	no	yes
SoffiXsponR570.02Gg152300.v2.1	3.249	no	no	no	yes
SoffiXsponR570.03Ag117900.v2.1	3.249	no	no	no	yes
SoffiXsponR570.05Bg365900.v2.1	3.248	no	no	no	yes
SoffiXsponR570.04Fg100300.v2.1	3.248	no	no	no	yes
SoffiXsponR570.02Bg342500.v2.1	3.247	no	no	no	yes
SoffiXsponR570.09Cg126700.v2.1	3.247	no	no	no	yes
SoffiXsponR570.03Eg238300.v2.1	3.247	no	no	no	yes
SoffiXsponR570.05Fg300000.v2.1	3.246	no	no	no	yes
SoffiXsponR570.04Eg056500.v2.1	3.245	no	no	no	yes
SoffiXsponR570.03Bg094100.v2.1	3.245	no	no	no	yes
SoffiXsponR570.02Eg059600.v2.1	3.244	no	no	no	yes
SoffiXsponR570.02Ag342800.v2.1	3.244	no	no	no	yes
SoffiXsponR570.02Bg108200.v2.1	3.244	no	no	no	yes
SoffiXsponR570.05Ag224900.v2.1	3.242	no	no	no	yes
SoffiXsponR570.05Eg111400.v2.1	3.242	no	no	no	yes
SoffiXsponR570.02Bg013500.v2.1	3.241	no	no	no	yes
SoffiXsponR570.03Eg052300.v2.1	3.241	no	no	no	yes
SoffiXsponR570.05Eg061400.v2.1	3.24	no	no	no	yes
SoffiXsponR570.06Eg085700.v2.1	3.24	no	no	no	yes
SoffiXsponR570.08Dg059100.v2.1	3.24	no	no	no	yes
SoffiXsponR570.05Dg030100.v2.1	3.24	no	no	no	yes
SoffiXsponR570.04Fg011100.v2.1	3.24	no	no	no	yes
SoffiXsponR570.05Cg375300.v2.1	3.239	no	no	no	yes
SoffiXsponR570.01Bg206400.v2.1	3.239	no	no	no	yes
SoffiXsponR570.9os1g071600.v2.1	3.238	no	no	no	yes
SoffiXsponR570.08Cg041700.v2.1	3.238	no	yes	yes	no
SoffiXsponR570.05Dg384300.v2.1	3.237	no	no	no	yes
SoffiXsponR570.05Ag377500.v2.1	3.237	no	no	no	yes
SoffiXsponR570.7_10Ag322600.v2.1	3.237	no	no	no	yes
SoffiXsponR570.02Ag238200.v2.1	3.237	no	no	no	yes
SoffiXsponR570.05Cg135100.v2.1	3.236	no	no	no	yes
SoffiXsponR570.09Dg048000.v2.1	3.234	no	no	no	yes
SoffiXsponR570.06Eg089500.v2.1	3.234	no	no	no	yes
SoffiXsponR570.04Cg010900.v2.1	3.233	no	no	no	yes
SoffiXsponR570.05Dg348800.v2.1	3.232	no	no	no	yes
SoffiXsponR570.04Cg262700.v2.1	3.232	no	no	no	yes
SoffiXsponR570.04Gg050100.v2.1	3.232	no	no	no	yes
SoffiXsponR570.02Eg327800.v2.1	3.232	no	no	no	yes
SoffiXsponR570.03Fg103500.v2.1	3.232	no	no	no	yes
SoffiXsponR570.7_10Ag239800.v2.1	3.231	no	yes	no	yes
SoffiXsponR570.05Cg103400.v2.1	3.231	no	no	no	yes
SoffiXsponR570.02Gg029800.v2.1	3.23	no	no	no	yes
SoffiXsponR570.05Eg356500.v2.1	3.23	no	no	no	yes
SoffiXsponR570.03Gg057200.v2.1	3.23	no	no	no	yes
SoffiXsponR570.05Dg357000.v2.1	3.23	no	no	no	yes
SoffiXsponR570.03Bg070000.v2.1	3.229	no	no	no	yes
SoffiXsponR570.03Ag135100.v2.1	3.227	no	no	no	yes
SoffiXsponR570.5_9Ag059700.v2.1	3.227	no	no	no	yes
SoffiXsponR570.02Ag066200.v2.1	3.227	no	no	no	yes
SoffiXsponR570.02Gg138300.v2.1	3.227	no	yes	no	yes
SoffiXsponR570.03Ag039700.v2.1	3.226	no	no	no	yes
SoffiXsponR570.07Ag086800.v2.1	3.226	no	no	no	yes
SoffiXsponR570.09Eg049100.v2.1	3.225	no	no	no	yes
SoffiXsponR570.01Bg493700.v2.1	3.225	no	no	no	yes
SoffiXsponR570.05Bg336000.v2.1	3.224	no	no	no	yes
SoffiXsponR570.03Cg104500.v2.1	3.224	no	no	no	yes
SoffiXsponR570.02Gg127800.v2.1	3.224	no	no	no	yes
SoffiXsponR570.03Bg182300.v2.1	3.223	no	no	no	yes
SoffiXsponR570.06Dg143600.v2.1	3.222	no	no	no	yes
SoffiXsponR570.01Ag210200.v2.1	3.221	no	no	no	yes
SoffiXsponR570.3os2g010100.v2.1	3.22	no	no	no	yes
SoffiXsponR570.02Gg050000.v2.1	3.22	no	no	no	yes
SoffiXsponR570.8_10Ag046600.v2.1	3.219	no	no	no	yes
SoffiXsponR570.01Cg027000.v2.1	3.219	no	no	no	yes
SoffiXsponR570.03Fg137900.v2.1	3.219	no	no	no	yes
SoffiXsponR570.5_9Ag008000.v2.1	3.218	no	no	no	yes
SoffiXsponR570.03Gg001700.v2.1	3.218	no	no	no	yes
SoffiXsponR570.02Bg338800.v2.1	3.217	no	no	no	yes
SoffiXsponR570.02Cg046900.v2.1	3.216	no	no	no	yes
SoffiXsponR570.02Dg377700.v2.1	3.215	no	no	no	yes
SoffiXsponR570.06Bg030300.v2.1	3.215	no	no	no	yes
SoffiXsponR570.04Bg264600.v2.1	3.214	no	no	no	yes
SoffiXsponR570.10Bg048500.v2.1	3.213	no	no	no	yes
SoffiXsponR570.01Fg303500.v2.1	3.213	no	no	no	yes
SoffiXsponR570.10Eg100300.v2.1	3.211	no	no	no	yes
SoffiXsponR570.03Bg289500.v2.1	3.211	no	no	no	yes
SoffiXsponR570.04Gg108300.v2.1	3.211	no	no	no	yes
SoffiXsponR570.06Fg054500.v2.1	3.21	no	no	no	yes
SoffiXsponR570.05Gg107000.v2.1	3.21	no	no	no	yes
SoffiXsponR570.10Bg122900.v2.1	3.21	no	no	no	yes
SoffiXsponR570.01Dg239800.v2.1	3.209	no	no	no	yes
SoffiXsponR570.07Dg146500.v2.1	3.209	no	no	no	yes
SoffiXsponR570.07Ag067700.v2.1	3.209	no	no	no	yes
SoffiXsponR570.08Ag018800.v2.1	3.208	no	no	no	yes
SoffiXsponR570.03Eg182100.v2.1	3.208	no	no	no	yes
SoffiXsponR570.05Ag347000.v2.1	3.208	no	no	no	yes
SoffiXsponR570.02Gg190700.v2.1	3.206	no	no	no	yes
SoffiXsponR570.06Dg136100.v2.1	3.205	no	no	no	yes
SoffiXsponR570.03Fg057600.v2.1	3.205	no	no	no	yes
SoffiXsponR570.06Ag178200.v2.1	3.203	no	no	no	yes
SoffiXsponR570.01Ag395200.v2.1	3.203	no	no	no	yes
SoffiXsponR570.03Ag143200.v2.1	3.202	no	no	no	yes
SoffiXsponR570.01Dg012800.v2.1	3.202	no	no	no	yes
SoffiXsponR570.07Eg141200.v2.1	3.201	no	no	no	yes
SoffiXsponR570.05Gg028200.v2.1	3.201	no	no	no	yes
SoffiXsponR570.04Dg157600.v2.1	3.201	no	no	no	yes
SoffiXsponR570.7_10Ag072200.v2.1	3.197	no	no	no	yes
SoffiXsponR570.01Eg094300.v2.1	3.195	no	no	no	yes
SoffiXsponR570.05Cg010100.v2.1	3.195	no	no	no	yes
SoffiXsponR570.09Dg071400.v2.1	3.195	no	no	no	yes
SoffiXsponR570.02Dg375200.v2.1	3.194	no	no	no	yes
SoffiXsponR570.05Cg079600.v2.1	3.193	no	no	no	yes
SoffiXsponR570.05Bg340100.v2.1	3.192	no	no	no	yes
SoffiXsponR570.1Z274300.v2.1	3.192	no	no	yes	yes
SoffiXsponR570.02Dg422200.v2.1	3.192	no	no	no	yes
SoffiXsponR570.10Bg111300.v2.1	3.191	no	no	no	yes
SoffiXsponR570.03Eg124300.v2.1	3.19	no	no	no	yes
SoffiXsponR570.02Bg277600.v2.1	3.19	no	no	no	yes
SoffiXsponR570.6us88g088600.v2.1	3.189	no	no	no	yes
SoffiXsponR570.02Dg002500.v2.1	3.189	no	no	no	yes
SoffiXsponR570.06Eg045700.v2.1	3.189	no	no	no	yes
SoffiXsponR570.05Dg010600.v2.1	3.188	no	no	no	yes
SoffiXsponR570.01Cg343400.v2.1	3.187	no	no	no	yes
SoffiXsponR570.8_5Ag160400.v2.1	3.187	no	no	no	yes
SoffiXsponR570.03Cg135700.v2.1	3.187	no	no	no	yes
SoffiXsponR570.07Eg226000.v2.1	3.186	no	no	no	yes
SoffiXsponR570.01Dg212400.v2.1	3.186	no	no	no	yes
SoffiXsponR570.10Eg081000.v2.1	3.185	no	no	no	yes
SoffiXsponR570.01Ag457900.v2.1	3.185	no	no	no	yes
SoffiXsponR570.07Dg187100.v2.1	3.185	no	no	no	yes
SoffiXsponR570.03Eg281700.v2.1	3.185	no	no	yes	yes
SoffiXsponR570.01Cg394500.v2.1	3.185	no	no	no	yes
SoffiXsponR570.01Ag250600.v2.1	3.182	no	no	no	yes
SoffiXsponR570.05Fg145800.v2.1	3.181	no	no	no	yes
SoffiXsponR570.07Dg180600.v2.1	3.18	no	no	no	yes
SoffiXsponR570.02Ag120100.v2.1	3.18	no	no	no	yes
SoffiXsponR570.05Fg261300.v2.1	3.18	no	no	no	yes
SoffiXsponR570.08Eg048500.v2.1	3.18	no	no	no	yes
SoffiXsponR570.01Bg257900.v2.1	3.179	no	no	no	yes
SoffiXsponR570.04Eg096600.v2.1	3.178	no	no	no	yes
SoffiXsponR570.09Bg061300.v2.1	3.178	no	no	no	yes
SoffiXsponR570.03Bg195800.v2.1	3.178	no	no	no	yes
SoffiXsponR570.05Fg105800.v2.1	3.177	no	no	no	yes
SoffiXsponR570.03Gg028900.v2.1	3.175	no	no	no	yes
SoffiXsponR570.01Fg111100.v2.1	3.175	no	no	no	yes
SoffiXsponR570.06Gg068800.v2.1	3.175	no	no	no	yes
SoffiXsponR570.02Fg329700.v2.1	3.175	no	no	no	yes
SoffiXsponR570.8_5Ag082000.v2.1	3.175	no	yes	no	yes
SoffiXsponR570.09Eg095400.v2.1	3.174	no	no	no	yes
SoffiXsponR570.7_10Ag350000.v2.1	3.174	no	no	no	yes
SoffiXsponR570.07Dg024300.v2.1	3.173	no	no	no	yes
SoffiXsponR570.03Eg232300.v2.1	3.172	no	no	no	yes
SoffiXsponR570.03Dg200900.v2.1	3.172	no	no	no	yes
SoffiXsponR570.02Bg242200.v2.1	3.172	no	yes	no	yes
SoffiXsponR570.3os1g004400.v2.1	3.171	no	no	no	yes
SoffiXsponR570.04Ag088100.v2.1	3.169	no	no	no	yes
SoffiXsponR570.01Ag229800.v2.1	3.169	no	no	no	yes
SoffiXsponR570.01Dg325600.v2.1	3.168	no	no	no	yes
SoffiXsponR570.02Ag328900.v2.1	3.167	no	no	no	yes
SoffiXsponR570.04Bg246600.v2.1	3.166	no	no	no	yes
SoffiXsponR570.02Eg211000.v2.1	3.165	no	no	no	yes
SoffiXsponR570.05Ag355900.v2.1	3.165	no	no	no	yes
SoffiXsponR570.03Bg248100.v2.1	3.163	no	no	no	yes
SoffiXsponR570.07Eg005100.v2.1	3.163	no	no	no	yes
SoffiXsponR570.06Dg074200.v2.1	3.161	no	no	no	yes
SoffiXsponR570.5_9Ag183800.v2.1	3.161	no	no	no	yes
SoffiXsponR570.10Eg127000.v2.1	3.161	no	no	no	yes
SoffiXsponR570.09Eg124200.v2.1	3.161	no	no	no	yes
SoffiXsponR570.7_10Ag293500.v2.1	3.161	no	no	no	yes
SoffiXsponR570.5_9Ag408500.v2.1	3.161	no	no	no	yes
SoffiXsponR570.02Gg080900.v2.1	3.16	no	no	no	yes
SoffiXsponR570.5_9Ag051400.v2.1	3.159	no	no	no	yes
SoffiXsponR570.05Gg117400.v2.1	3.158	no	no	no	yes
SoffiXsponR570.10Ag092900.v2.1	3.158	no	no	no	yes
SoffiXsponR570.05Cg041800.v2.1	3.157	no	no	no	yes
SoffiXsponR570.8_10Ag121900.v2.1	3.157	no	no	no	yes
SoffiXsponR570.03Eg100500.v2.1	3.157	no	no	no	yes
SoffiXsponR570.01Bg111400.v2.1	3.157	no	no	no	yes
SoffiXsponR570.10Cg036700.v2.1	3.157	no	no	no	yes
SoffiXsponR570.03Eg245800.v2.1	3.156	no	no	no	yes
SoffiXsponR570.01Bg327500.v2.1	3.155	no	no	no	yes
SoffiXsponR570.10Bg100300.v2.1	3.155	no	no	no	yes
SoffiXsponR570.05Dg378700.v2.1	3.154	no	no	no	yes
SoffiXsponR570.02Bg347600.v2.1	3.152	no	no	no	yes
SoffiXsponR570.01Cg118900.v2.1	3.152	no	no	no	yes
SoffiXsponR570.09Dg019800.v2.1	3.15	no	no	no	yes
SoffiXsponR570.06Gg003200.v2.1	3.15	no	no	no	yes
SoffiXsponR570.01Dg245600.v2.1	3.149	no	no	no	yes
SoffiXsponR570.4us91g060300.v2.1	3.149	no	no	no	yes
SoffiXsponR570.05Bg016900.v2.1	3.149	no	no	no	yes
SoffiXsponR570.09Cg029800.v2.1	3.149	no	no	no	yes
SoffiXsponR570.01Dg359900.v2.1	3.147	no	no	no	yes
SoffiXsponR570.05Fg201300.v2.1	3.147	no	no	no	yes
SoffiXsponR570.02Gg172000.v2.1	3.146	no	no	no	yes
SoffiXsponR570.08Cg111200.v2.1	3.146	no	no	no	yes
SoffiXsponR570.07Bg001200.v2.1	3.145	no	no	no	yes
SoffiXsponR570.01Eg217400.v2.1	3.145	no	no	no	yes
SoffiXsponR570.09Ag077800.v2.1	3.145	no	no	no	yes
SoffiXsponR570.04Cg023000.v2.1	3.144	no	no	yes	yes
SoffiXsponR570.05Eg111800.v2.1	3.144	no	no	no	yes
SoffiXsponR570.8_5Ag196600.v2.1	3.144	no	no	no	yes
SoffiXsponR570.06Cg168200.v2.1	3.144	no	no	no	yes
SoffiXsponR570.8_5Ag251200.v2.1	3.143	no	no	no	yes
SoffiXsponR570.04Bg022600.v2.1	3.143	no	no	no	yes
