bioproject	n_runs	n_flagged	instruments	library_types	reads_raw_median	reads_raw_q1	reads_raw_q3	reads_trimmed_median	reads_trimmed_q1	reads_trimmed_q3	reads_retained_pct_median	reads_retained_pct_q1	reads_retained_pct_q3	cutadapt_pct_reads_with_adapters_median	cutadapt_pct_reads_with_adapters_q1	cutadapt_pct_reads_with_adapters_q3	cutadapt_pct_bp_removed_median	cutadapt_pct_bp_removed_q1	cutadapt_pct_bp_removed_q3	fastqc_raw_percent_gc_median	fastqc_raw_percent_gc_q1	fastqc_raw_percent_gc_q3	fastqc_raw_percent_duplicates_median	fastqc_raw_percent_duplicates_q1	fastqc_raw_percent_duplicates_q3	fastqc_raw_avg_read_length_median	fastqc_raw_avg_read_length_q1	fastqc_raw_avg_read_length_q3	fastqc_trimmed_avg_read_length_median	fastqc_trimmed_avg_read_length_q1	fastqc_trimmed_avg_read_length_q3	num_processed_median	num_processed_q1	num_processed_q3	num_mapped_median	num_mapped_q1	num_mapped_q3	percent_mapped_median	percent_mapped_q1	percent_mapped_q3	pct_decoy_median	pct_decoy_q1	pct_decoy_q3	compatible_fragment_ratio_median	compatible_fragment_ratio_q1	compatible_fragment_ratio_q3	strand_mapping_bias_median	strand_mapping_bias_q1	strand_mapping_bias_q3	frag_length_mean_median	frag_length_mean_q1	frag_length_mean_q3	genes_detected_gt0_median	genes_detected_gt0_q1	genes_detected_gt0_q3	genes_frac_ge1_median	genes_frac_ge1_q1	genes_frac_ge1_q3	tx_detected_gt0_median	tx_detected_gt0_q1	tx_detected_gt0_q3	tx_frac_ge1_median	tx_frac_ge1_q1	tx_frac_ge1_q3
PRJNA589716	12	0	Illumina NovaSeq 6000	IU	57196688.0	51582923.5	62484551.5	57168692.0	51555471.0	62452709.0	99.9511	99.9477	99.9548	31.7355	30.8746	32.2032	0.7737	0.7421	0.9078	55.0	53.75	55.0	52.2848	51.5015	54.2004	150.0	150.0	150.0	148.7048	148.5303	148.7714	28584346.0	25777735.5	31226354.5	20933868.5	19074839.75	21928653.25	74.2585	68.0187	83.1126	9.5376	7.1066	14.5002	1.0	1.0	1.0	0.5024	0.5021	0.5034	248.3012	245.0487	251.0305	95941.0	92736.75	100151.0	0.2667	0.2597	0.2683	114854.0	111663.5	119870.0	0.1959	0.1911	0.1972
PRJNA590281	81	0	Illumina HiSeq 2500	IU	70256218.0	64042150.0	80072594.0	70084102.0	63918218.0	79914548.0	99.7714	99.755	99.7809	32.8358	32.6605	36.9693	1.3785	1.31	1.4702	54.0	54.0	55.0	14.3129	13.6598	14.7941	148.8862	148.7504	148.9817	147.5035	147.2799	147.6884	35042051.0	31959109.0	39957274.0	27259584.0	24212490.0	31307306.0	78.1626	74.9077	79.3806	8.847	8.0053	10.3684	1.0	1.0	1.0	0.5018	0.5014	0.5023	282.4533	277.2595	287.8696	127751.0	125132.0	130481.0	0.3966	0.3783	0.4095	161325.0	156198.0	165628.0	0.2965	0.2867	0.3069
PRJNA590595	10	0	Illumina Genome Analyzer II	ISR	54154651.0	46979616.0	54948274.0	53348106.0	46398144.0	54067266.5	98.4432	98.3912	98.6631	33.7434	33.1456	35.6172	4.018	3.8552	4.1687	55.75	55.125	56.375	59.494	56.6363	63.118	150.0	150.0	150.0	144.9174	144.5723	145.0655	26674053.0	23199072.0	27033633.25	19546828.0	18583951.25	21497276.0	81.4203	73.7156	85.7259	7.8599	6.5375	12.6296	1.0	1.0	1.0	0.0	0.0	0.0	234.8669	229.7798	237.4513	120063.0	116578.0	120925.75	0.3487	0.3415	0.3647	143433.0	142526.5	145468.25	0.2544	0.243	0.2657
PRJNA593053	7	4	Illumina HiSeq 2500	ISR	52312026.0	48963833.0	54352625.0	51965218.0	48639635.0	53788260.0	99.1857	98.959	99.2979	40.0841	39.4855	40.4021	2.4696	2.2979	2.7352	44.5	44.25	45.0	78.1727	75.4571	78.9795	100.0	100.0	100.0	98.0373	97.9542	98.2314	25982609.0	24319817.5	26894130.0	7530668.0	7365781.0	7940159.0	28.5824	27.4594	31.8528	14.7993	14.0229	15.2292	1.0	1.0	1.0	0.0	0.0	0.0	151.5747	150.1547	152.9207	92831.0	91420.0	94962.0	0.2551	0.2502	0.2684	107601.0	105401.0	110892.0	0.1805	0.1765	0.1918
PRJNA598295	24	0	HiSeq X Ten	IU	93882403.0	91692327.5	97114062.5	93783333.0	91579480.5	97012232.5	99.8822	99.8585	99.8938	32.9374	32.7187	33.0632	1.0197	0.9953	1.0611	53.0	53.0	53.0	57.7042	56.9528	58.0756	151.0	151.0	151.0	149.6154	149.5599	149.6438	46891666.5	45789740.25	48506116.25	36448053.5	35290153.0	38639894.25	78.403	76.5022	79.0704	11.6995	10.7012	12.7712	1.0	1.0	1.0	0.4962	0.4959	0.4966	284.2533	280.9441	286.9262	123261.5	121792.25	123926.5	0.3794	0.3732	0.3832	158297.5	155988.5	159454.25	0.2861	0.2807	0.2887
PRJNA600759	18	0	Illumina HiSeq 2500	IU	85907539.0	75282626.0	87734674.5	84848082.0	74037176.5	86708876.5	98.5436	98.3901	98.6806	32.1077	32.0504	32.2203	1.2676	1.1977	1.3228	51.0	51.0	51.875	43.1761	40.6586	46.44	150.0	150.0	150.0	149.057	149.0266	149.0989	42424041.0	37018588.25	43354438.25	27157691.5	23686703.5	31807417.75	70.9146	61.3378	77.8728	6.7828	5.6049	7.5121	1.0	1.0	1.0	0.4998	0.4996	0.5004	309.8958	303.7919	317.1275	130862.5	128419.0	133017.25	0.3942	0.3808	0.4006	166129.5	161226.5	169088.25	0.2884	0.2793	0.2963
PRJNA602327	12	0	Illumina HiSeq 2500	IU	80379331.0	71897811.5	83535801.0	80278623.0	71827288.5	83458021.0	99.9019	99.8758	99.9122	30.0046	29.3761	30.3977	1.2845	1.2301	1.3664	56.75	55.0	57.0	54.6677	50.5986	58.399	150.0	150.0	150.0	148.0195	147.8738	148.0797	40139311.5	35913644.25	41729010.5	28263258.5	26119458.75	30095842.75	72.4037	70.9544	73.3858	14.4323	13.8158	15.7848	1.0	1.0	1.0	0.5005	0.5004	0.5011	239.2208	236.0684	243.5974	129035.0	127766.5	129557.5	0.359	0.3448	0.3629	161815.5	159471.5	162390.5	0.2611	0.2476	0.2647
PRJNA606674	4	0	NextSeq 500	ISR	57698282.0	54357009.5	61975684.5	57370358.0	54212067.5	61558430.5	99.7435	99.5838	99.7634	35.6209	34.5396	36.6964	2.9495	2.822	2.9706	56.25	55.875	56.625	78.119	75.0563	81.5104	150.0	150.0	150.0	145.6704	145.4318	145.963	28685179.0	27106033.75	30779215.25	15996769.0	14105706.75	17153883.75	53.0467	44.3276	60.9937	26.6442	23.7792	31.1251	1.0	1.0	1.0	0.0	0.0	0.0	251.4059	247.1416	256.9406	101390.0	89050.5	113931.75	0.2319	0.2019	0.2661	114301.0	98779.0	130494.5	0.1593	0.1381	0.1838
PRJNA628529	24	12	Illumina HiSeq 4000	IU	36478557.0	36455558.0	36501431.5	36478048.0	36455023.0	36500918.0	99.9985	99.9982	99.9988	30.523	30.069	32.0126	0.5249	0.5162	0.5368	52.5	50.375	53.0	74.1822	72.1031	79.3651	90.0	90.0	90.0	89.781	89.7569	89.793	18239024.0	18227511.5	18250459.0	5302584.0	3486787.0	6257989.0	28.295	18.8994	34.3078	10.9055	5.6741	19.221	1.0	1.0	1.0	0.5006	0.5	0.501	186.0952	183.8371	189.2336	91696.0	82633.5	95331.75	0.163	0.1252	0.2277	103144.0	90427.25	107834.0	0.1111	0.0827	0.1572
PRJNA628577	36	0	Illumina NovaSeq 6000	ISR	68920725.0	65609685.0	73245205.5	68625863.0	64976068.0	72990013.5	99.3862	99.0203	99.8414	35.4023	34.8581	35.7869	0.9935	0.7115	1.3476	46.0	45.0	47.0	68.8258	67.6445	71.3182	101.0	101.0	101.0	100.0519	99.8752	100.1311	34312931.5	32488034.0	36495006.75	22160682.5	19723150.25	23410758.0	62.8387	57.835	66.7396	12.9404	11.5939	14.8675	1.0	1.0	1.0	0.0	0.0	0.0	187.6912	184.681	190.9407	105797.5	104249.75	107018.0	0.3007	0.2909	0.3035	130604.0	127681.75	132249.5	0.2152	0.207	0.2184
PRJNA630147	240	0	Illumina HiSeq 4000	ISR	49579506.0	44967742.0	54599882.5	49511176.0	44820828.5	54524635.0	99.8808	99.852	99.9006	31.4183	30.323	32.607	1.2311	1.0459	1.4091	53.5	53.0	54.5	46.0258	41.2379	52.0922	150.0	150.0	150.0	148.0841	147.8406	148.3315	24755588.0	22410414.25	27262317.5	17711232.0	16206147.0	19463626.75	72.6126	69.424	75.9594	7.3726	6.8162	7.9797	1.0	1.0	1.0	0.0	0.0	0.0	269.4042	256.409	290.9975	114522.5	110146.0	117920.5	0.3493	0.324	0.3925	141463.5	134803.0	146075.25	0.2556	0.2355	0.2926
PRJNA633918	27	0	Illumina HiSeq 2000	IU	73299636.0	68780838.0	80612102.0	73187776.0	68703210.0	80521354.0	99.8826	99.8701	99.8946	31.7164	31.2641	32.0739	0.9241	0.8838	1.0184	54.5	54.0	55.0	52.9336	51.7564	55.1179	150.0	150.0	150.0	148.5494	148.4131	148.6189	36593888.0	34351605.0	40260677.0	30751898.0	28362819.0	33301842.0	83.8539	83.114	84.4547	8.3526	8.0182	8.6616	1.0	1.0	1.0	0.4945	0.4939	0.4953	312.1835	294.0351	327.8909	126916.0	125957.5	128312.0	0.3875	0.3834	0.3957	161014.0	159817.5	162426.0	0.2887	0.2865	0.2962
PRJNA636260	12	0	Illumina NovaSeq 6000	IU	77333501.0	74357644.5	82028226.5	77321216.0	74340861.0	82012269.5	99.9841	99.9763	99.9875	29.7525	29.6744	29.9709	0.5137	0.4913	0.5506	55.0	54.875	55.0	67.2668	63.6856	69.8499	150.0	150.0	150.0	149.1099	149.0523	149.1354	38660608.0	37170430.5	41006134.75	31822762.5	30430559.0	33743483.25	82.2105	81.9712	82.4526	8.7583	8.4356	8.9779	1.0	1.0	1.0	0.5023	0.5015	0.5026	275.4247	265.3434	276.6338	104035.5	100555.5	104891.5	0.2806	0.2731	0.2836	126365.5	121434.0	127728.75	0.2029	0.1963	0.2046
PRJNA658777	21	0	NextSeq 500	ISR	38094260.0	32946254.0	46611412.0	37969686.0	32799460.0	46413182.0	99.6653	99.5747	99.6842	14.7194	14.5839	15.1429	0.9232	0.9079	0.9727	53.0	52.5	53.0	42.939	40.5553	44.84	149.8307	149.5538	149.8887	148.4869	148.3141	148.6369	18984843.0	16399730.0	23206591.0	15340118.0	12908024.0	18005080.0	79.128	77.5861	81.3128	9.0375	7.8631	9.7889	1.0	1.0	1.0	0.0	0.0	0.0	290.9299	276.3518	298.0311	118014.0	116115.0	121090.0	0.345	0.3387	0.3583	142448.0	140504.0	149129.0	0.2475	0.2421	0.2634
PRJNA666228	1	0	Illumina HiSeq 2500	ISR	177566720.0	177566720.0	177566720.0	177528272.0	177528272.0	177528272.0	99.9783	99.9783	99.9783	39.5441	39.5441	39.5441	2.111	2.111	2.111	51.5	51.5	51.5	83.2932	83.2932	83.2932	149.9151	149.9151	149.9151	146.5846	146.5846	146.5846	88764136.0	88764136.0	88764136.0	70324264.0	70324264.0	70324264.0	79.226	79.226	79.226	8.5061	8.5061	8.5061	1.0	1.0	1.0	0.0	0.0	0.0	250.4512	250.4512	250.4512	126693.0	126693.0	126693.0	0.3902	0.3902	0.3902	161291.0	161291.0	161291.0	0.2937	0.2937	0.2937
PRJNA667204	18	0	Illumina NovaSeq 6000	IU	41006399.0	38311755.0	43915485.5	40937706.0	38245657.0	43841302.5	99.8312	99.8153	99.8479	33.8638	33.8208	33.8959	0.5645	0.5483	0.5807	55.0	54.5	55.0	45.4817	44.5206	47.6128	150.0	150.0	150.0	149.0224	149.0134	149.031	20468853.0	19122828.5	21920651.25	17207058.5	16441712.75	18718599.5	84.8072	83.981	85.2531	8.5369	8.3524	9.196	1.0	1.0	1.0	0.4974	0.497	0.4979	352.1934	344.8254	356.4761	124278.0	122521.25	125084.25	0.378	0.3707	0.3853	154278.0	152046.5	155477.5	0.2769	0.271	0.2828
PRJNA681593	8	0	Illumina HiSeq 2500	IU	121768018.0	50190320.0	163356914.0	120119482.0	49442963.0	161079531.5	98.5485	98.4863	98.6053	3.1881	3.1477	3.2133	1.9526	1.895	2.0039	49.0	49.0	49.25	48.7498	39.7611	52.1823	101.0	101.0	101.0	99.487	99.4729	99.5754	60059741.0	24721481.5	80539765.75	50211642.0	20428993.0	66690324.5	82.8428	81.883	83.0809	6.4188	6.0594	6.8545	1.0	1.0	1.0	0.5022	0.5022	0.5025	157.2041	155.0756	158.1745	118890.0	113163.5	126716.75	0.3819	0.3643	0.3859	147102.0	139133.25	160060.5	0.2864	0.2702	0.2874
PRJNA691914	12	0	Illumina HiSeq 2500	ISR	51384469.0	45255512.5	54923904.5	50741563.0	44802029.5	54007687.5	99.1092	98.1611	99.3066	12.3736	12.2291	12.8699	0.6635	0.5877	0.9721	49.75	49.0	50.0	58.662	55.664	59.5316	102.5153	102.2348	102.8509	102.6782	102.4018	102.854	25370781.5	22401014.75	27003843.75	20217778.5	17966884.75	21583631.5	80.295	79.37	80.5939	9.4561	9.2071	9.9305	1.0	1.0	1.0	0.0	0.0	0.0	257.9235	246.9741	270.9008	109813.0	108293.75	111542.0	0.356	0.3458	0.3572	137306.0	135039.25	140021.0	0.268	0.2601	0.2704
PRJNA716503	2	2	Illumina HiSeq 2500	ISR	263850679.0	263850679.0	263850679.0	263531133.0	263531133.0	263531133.0	99.8789	99.8789	99.8789	38.4644	38.4644	38.4644	2.3853	2.3853	2.3853	54.5	54.5	54.5	84.3507	84.3507	84.3507	100.0	100.0	100.0	97.9021	97.9021	97.9021	131765566.5	131765566.5	131765566.5	28972736.5	28972736.5	28972736.5	21.9849	21.9849	21.9849	15.8191	15.8191	15.8191	1.0	1.0	1.0	0.0	0.0	0.0	142.0281	142.0281	142.0281	127888.5	127888.5	127888.5	0.2528	0.2528	0.2528	155515.0	155515.0	155515.0	0.1742	0.1742	0.1742
PRJNA719388	12	0	HiSeq X Ten	IU	110648935.0	109233519.0	114346902.5	110570763.0	109131210.0	114207686.5	99.9213	99.8851	99.9273	34.6427	34.3365	35.0616	1.1577	1.0759	1.3092	51.0	51.0	52.0	58.3	53.7955	63.9104	150.0	150.0	150.0	148.0559	147.8738	148.1889	55285381.5	54565605.0	57103843.25	30607861.0	27878949.0	32076479.0	54.4793	51.1277	58.2686	20.9888	20.06	23.8346	1.0	1.0	1.0	0.4982	0.4974	0.4985	252.4752	246.3894	256.7684	129606.5	122203.25	135846.75	0.3213	0.2985	0.3506	164395.5	154654.75	172843.0	0.2324	0.2142	0.2582
PRJNA719604	18	0	Illumina HiSeq 2500	IU	70836200.0	69620646.0	71105919.5	70828939.0	69613052.5	71097446.0	99.9892	99.9881	99.99	34.8256	34.805	34.9426	0.4517	0.4461	0.4599	51.25	51.0	52.0	52.0808	50.38	52.8556	150.0	150.0	150.0	149.0147	148.994	149.0229	35414469.5	34806526.25	35548723.0	29416377.0	28715191.5	29570903.5	83.0713	82.6098	83.5637	8.277	7.9848	8.4355	1.0	1.0	1.0	0.4996	0.4985	0.5009	285.0203	282.3251	287.8589	121654.0	115464.5	126745.0	0.3423	0.3136	0.3635	154281.0	145795.5	161631.5	0.2551	0.2347	0.2684
PRJNA723212	18	0	Illumina NovaSeq 6000	IU	60503198.0	57444240.5	61910375.5	60445849.0	57397307.0	61869786.0	99.9278	99.9098	99.9387	34.1146	34.0468	34.1509	0.4547	0.4422	0.4674	54.0	53.0	54.0	49.0595	47.0658	50.7726	149.6613	149.5567	149.7372	148.2711	148.1832	148.3851	30222924.5	28698653.5	30934893.0	23752238.5	23098296.0	25543970.5	80.5381	79.5271	82.3163	9.5953	7.9301	9.9858	1.0	1.0	1.0	0.4963	0.4959	0.4967	284.9629	280.644	288.1168	124659.0	119509.75	128740.25	0.3902	0.3763	0.4045	157328.0	151105.0	162037.5	0.295	0.2847	0.3049
PRJNA723681	10	0	Illumina HiSeq 2500	IU	35895185.0	33901842.0	44988823.5	35891579.0	33898203.5	44983842.0	99.9889	99.9884	99.9897	32.8317	32.4002	33.687	0.9208	0.8994	0.9831	53.0	52.0	53.0	42.9405	42.0437	45.0498	150.0	150.0	150.0	148.4648	148.351	148.4931	17945789.5	16949101.75	22491921.0	15130555.0	14490625.0	18912384.0	83.2314	82.6905	84.6902	7.93	7.2934	8.2192	1.0	1.0	1.0	0.5009	0.5007	0.5013	240.2331	236.5156	242.1559	112014.5	110284.0	117035.0	0.3952	0.3833	0.4002	137404.5	134983.25	144810.75	0.2963	0.2867	0.3031
PRJNA730638	8	0	Illumina NovaSeq 6000	IU	45558430.0	44675258.5	46789176.5	45556838.0	44670991.5	46787477.5	99.9964	99.995	99.9966	30.7386	30.5046	31.6391	0.3559	0.3526	0.37	53.0	53.0	54.0	52.8183	49.3845	54.7271	150.0	150.0	150.0	149.284	149.2403	149.2939	22778419.0	22335495.75	23393738.75	19432480.5	18793394.75	20060673.0	85.1898	84.0744	86.2647	7.7875	7.4975	8.0328	1.0	1.0	1.0	0.5004	0.4979	0.5013	322.5833	321.1435	325.5683	113562.5	110667.0	114739.25	0.3507	0.3408	0.3594	140481.0	136792.25	141798.25	0.2611	0.2471	0.2649
PRJNA735861	12	0	Illumina HiSeq 4000	IU	53264651.0	52143195.5	55547117.5	53222780.0	52097800.5	55505014.0	99.9194	99.914	99.9254	34.7837	34.6169	34.9688	1.4066	1.3314	1.4661	51.0	51.0	52.0	48.8342	47.7248	50.9319	151.0	151.0	151.0	149.0095	148.9092	149.1142	26611390.0	26048900.25	27752507.0	19666877.0	18780158.0	20192919.25	73.1804	69.5739	76.5987	8.075	7.6788	8.4959	1.0	1.0	1.0	0.5015	0.501	0.5017	285.9908	283.8376	292.1865	118964.0	117950.75	119574.25	0.3862	0.3847	0.3921	149151.5	148334.25	150142.0	0.2912	0.2906	0.2963
PRJNA753664	1	1	Illumina NovaSeq 6000	IU	5459126.0	5459126.0	5459126.0	5454654.0	5454654.0	5454654.0	99.9181	99.9181	99.9181	37.4196	37.4196	37.4196	1.102	1.102	1.102	53.0	53.0	53.0	95.2757	95.2757	95.2757	161.0	161.0	161.0	159.4247	159.4247	159.4247	2727327.0	2727327.0	2727327.0	39.0	39.0	39.0	0.0014	0.0014	0.0014	0.0029	0.0029	0.0029	1.0	1.0	1.0	0.375	0.375	0.375	232.1287	232.1287	232.1287	13.0	13.0	13.0	0.0001	0.0001	0.0001	13.0	13.0	13.0	0.0	0.0	0.0
PRJNA755736	15	0	Illumina HiSeq 2000	ISR	30309208.0	25886482.0	35048624.0	29479158.0	24944413.0	33188672.0	96.7933	95.8297	97.3315	32.6308	32.2319	32.8404	3.8654	3.2329	4.8197	50.0	49.5	50.5	51.9366	47.3548	54.6018	48.0	48.0	48.0	47.2803	47.2758	47.2834	14739579.0	12472206.5	16594336.0	12403713.0	10467120.0	13915792.0	84.4931	83.7287	84.7463	3.4792	3.4318	3.6232	1.0	1.0	1.0	0.0	0.0	0.0	215.423	211.7933	219.3378	106937.0	104979.5	110588.0	0.3407	0.3334	0.3547	123793.0	120736.0	129715.5	0.2395	0.236	0.2508
PRJNA756291	1	0	Illumina HiSeq 3000	IU	40694564.0	40694564.0	40694564.0	40648324.0	40648324.0	40648324.0	99.8864	99.8864	99.8864	29.6714	29.6714	29.6714	0.8896	0.8896	0.8896	57.0	57.0	57.0	56.6461	56.6461	56.6461	151.0	151.0	151.0	149.7845	149.7845	149.7845	20324162.0	20324162.0	20324162.0	15494067.0	15494067.0	15494067.0	76.2347	76.2347	76.2347	10.4129	10.4129	10.4129	1.0	1.0	1.0	0.4984	0.4984	0.4984	294.7228	294.7228	294.7228	82324.0	82324.0	82324.0	0.1953	0.1953	0.1953	94692.0	94692.0	94692.0	0.139	0.139	0.139
PRJNA766098	10	0	Illumina HiSeq 2500	IU	68225847.0	63751444.5	70928190.0	68215613.0	63736009.5	70912721.0	99.979	99.9776	99.9815	31.3248	30.788	31.4334	1.0314	0.9546	1.1175	56.5	56.0	58.0	54.9295	53.7137	55.9771	150.0	150.0	150.0	148.3363	148.2333	148.455	34107806.5	31868004.75	35456360.5	29012789.0	26568778.5	29820638.75	83.9435	83.6944	84.3283	7.9815	7.6708	8.1819	1.0	1.0	1.0	0.5034	0.503	0.5041	296.075	292.7694	302.3422	125580.0	125076.75	126803.0	0.3692	0.3626	0.3719	155328.0	154123.25	156629.75	0.2728	0.2658	0.2744
PRJNA770031	24	2	Illumina HiSeq 2500	ISR	89166682.0	80315992.5	96362984.5	88907738.0	79932840.0	95225946.0	99.6549	99.4458	99.8086	36.1765	35.4507	36.6934	1.3634	1.149	1.637	48.0	47.0	49.0	65.7522	55.1425	68.2253	100.0	100.0	100.0	99.0676	98.9117	99.1764	44453869.0	39966420.0	47612973.0	18495561.0	17154871.5	19831648.75	42.4616	41.0646	44.0434	11.1037	10.0637	13.371	1.0	1.0	1.0	0.0	0.0	0.0	162.3834	158.8761	166.0169	96994.0	85463.75	113613.25	0.2545	0.2293	0.3214	114158.0	99412.0	138237.5	0.1814	0.1613	0.2363
PRJNA776107	30	0	Illumina HiSeq 2500	IU	63588907.0	59919133.0	70087185.5	63488313.0	59836543.0	69994620.5	99.8668	99.854	99.8802	34.1422	34.0694	34.2551	0.5044	0.4888	0.514	54.0	53.0	55.0	63.2589	62.1596	64.4598	150.211	150.158	150.2637	148.796	148.7648	148.8715	31744156.5	29918271.5	34997310.25	24745117.0	22654757.5	27315727.0	77.0191	72.875	79.0533	9.3313	8.892	9.8177	1.0	1.0	1.0	0.5017	0.5006	0.5021	286.7257	283.1945	290.0467	118384.5	107278.0	126442.5	0.3583	0.3291	0.3956	149022.0	133753.25	160043.25	0.2741	0.2536	0.3031
PRJNA778336	9	2	Illumina HiSeq 4000	ISR	148522938.0	127818084.0	163784544.0	148318752.0	127435220.0	163609408.0	99.8625	99.8547	99.8693	41.2111	40.8002	41.6917	2.6434	2.5481	2.7655	50.0	49.0	51.0	70.9863	64.4531	82.0009	150.0	150.0	150.0	145.9997	145.9248	146.1568	74159376.0	63717610.0	81804704.0	26114810.0	21650540.0	30173596.0	37.4112	33.9789	41.2858	25.0138	21.6975	27.4044	1.0	1.0	1.0	0.0	0.0	0.0	221.4822	219.1383	230.2565	131537.0	128335.0	132661.0	0.3675	0.3561	0.372	167921.0	162066.0	170273.0	0.2613	0.2517	0.2735
PRJNA780178	36	0	Illumina NovaSeq 6000	IU	60612925.0	57314809.5	63300105.0	60329901.0	57044133.0	63102724.5	99.6435	99.4826	99.7492	30.8882	30.6511	31.481	0.8906	0.7925	1.0357	54.0	53.5	55.0	54.5633	53.6029	56.322	150.0	150.0	150.0	148.7758	148.7044	148.8967	30164950.5	28522066.5	31551362.25	24458918.0	23078565.25	26104597.0	81.5467	80.3319	83.0588	9.0973	8.287	9.6391	1.0	1.0	1.0	0.5003	0.4996	0.5006	319.9529	314.2957	332.5068	115900.0	114779.0	117212.0	0.3483	0.34	0.3532	145708.5	144425.25	147357.0	0.2599	0.2523	0.2652
PRJNA787323	10	0	Illumina NovaSeq 6000	IU	64567630.0	57771952.5	66887679.5	64561557.0	57754247.0	66876269.0	99.9901	99.9643	99.9903	28.9358	28.6556	29.0897	0.7951	0.7416	0.8247	59.0	59.0	59.75	59.9543	58.672	60.8408	150.0	150.0	150.0	148.7241	148.6778	148.8157	32280778.5	28877123.5	33438134.5	27522454.5	24316759.5	28448584.5	85.8003	85.0837	86.769	7.5926	7.1417	7.8794	1.0	1.0	1.0	0.4976	0.4972	0.4983	286.2823	279.0549	289.041	120487.0	118357.25	123444.25	0.3537	0.3405	0.3594	148112.0	142897.25	151292.0	0.2623	0.2511	0.2651
PRJNA793161	18	0	Illumina HiSeq 2500	ISR	48038503.0	47184180.5	49196042.5	48036545.0	47182095.0	49193916.5	99.9957	99.9956	99.9959	31.9401	31.7634	32.0399	0.4155	0.4113	0.422	52.25	52.0	52.5	47.5568	47.0975	48.2074	140.4326	139.9769	140.6486	139.382	138.945	139.6072	24018272.5	23591047.5	24596958.25	20075316.5	19636024.0	20398677.0	83.0754	79.3302	84.7139	6.9134	6.265	8.9174	1.0	1.0	1.0	0.0	0.0	0.0	177.2975	175.479	178.8799	132013.5	127217.25	134361.25	0.4479	0.4314	0.4548	162319.0	157357.0	165739.0	0.3357	0.3279	0.3403
PRJNA805530	12	0	Illumina HiSeq 2500	IU	59000822.0	57102988.5	63156173.5	58993236.0	57097344.0	63149234.0	99.988	99.9868	99.9893	31.3507	30.8634	31.9341	0.5811	0.5397	0.627	53.0	51.75	54.0	50.0005	48.8022	51.2005	150.0	150.0	150.0	148.9728	148.9087	149.03	29496618.0	28548672.0	31574617.0	23880822.5	22899572.5	25060140.75	80.6427	79.7388	81.3909	8.9991	8.512	9.6162	1.0	1.0	1.0	0.5029	0.5026	0.5031	262.9433	261.5856	268.3499	118630.5	117546.5	120238.75	0.3754	0.372	0.3868	148931.0	147020.0	150677.0	0.2808	0.2781	0.2911
PRJNA808768	10	0	Illumina HiSeq 2500	IU	58158363.0	55278559.0	63628319.0	58092038.0	55206999.0	63547309.0	99.8765	99.8714	99.8819	33.3832	32.9582	33.5097	0.881	0.8757	0.9018	50.0	50.0	51.0	46.8905	46.709	48.3884	150.0	150.0	150.0	148.5682	148.5291	148.5722	29046019.0	27603499.5	31773654.5	22863470.5	21805760.0	25073133.25	78.9381	78.4909	79.0777	9.403	9.2861	9.5513	1.0	1.0	1.0	0.5021	0.502	0.5022	298.3702	290.9258	299.9767	105268.0	104763.5	106274.75	0.3277	0.3231	0.3294	129595.0	129018.25	131390.75	0.244	0.2401	0.2455
PRJNA811175	18	1	Illumina HiSeq 2500	IU	123612099.0	88611394.0	200509984.0	113449772.0	81267426.5	178472321.5	91.376	86.7287	93.7532	35.0964	34.3933	35.6585	8.0073	6.0733	12.1156	43.5	43.125	44.0	51.486	39.6288	55.3885	50.0	50.0	50.0	48.9029	48.6881	49.0571	56724886.0	40633713.25	89236160.75	47108158.5	33211275.25	72827146.5	83.1345	81.1882	83.646	4.3282	4.0708	4.5496	1.0	1.0	1.0	0.5067	0.506	0.5081	169.998	167.7605	172.9079	114020.5	110053.75	117583.25	0.3202	0.3008	0.3428	141167.0	135485.25	148562.25	0.2322	0.214	0.2534
PRJNA824938	6	0	Illumina HiSeq 2500	IU	196304266.0	187798066.0	208496260.0	195273865.0	186908194.0	206863642.0	99.4964	99.4534	99.5196	33.1876	32.845	33.2407	1.2907	1.282	1.3596	52.0	52.0	52.75	60.3447	59.356	60.8246	150.0	150.0	150.0	148.2147	148.1362	148.2772	97636932.5	93454097.0	103431821.0	77125476.5	72653347.25	79313210.0	77.3635	77.3158	78.5467	11.4563	10.7749	11.7725	1.0	1.0	1.0	0.5014	0.5012	0.5017	308.312	307.2	309.3569	137667.5	136761.75	138607.0	0.4081	0.4061	0.4125	183382.0	182063.5	184621.75	0.3101	0.3089	0.3119
PRJNA835339	5	0	Illumina HiSeq 2500	IU	73728280.0	73632190.0	76135996.0	73678922.0	73582592.0	76087954.0	99.9331	99.9326	99.9369	30.6699	30.2112	30.9767	0.7793	0.7788	0.7819	54.0	54.0	56.0	57.1954	52.6489	57.5822	150.0	150.0	150.0	148.7395	148.7181	148.7572	36839461.0	36791296.0	38043977.0	32190967.0	31414564.0	32598063.0	85.3859	85.2366	85.6852	7.1202	6.7768	7.2048	1.0	1.0	1.0	0.5005	0.5004	0.5005	329.0001	326.445	330.081	109720.0	109078.0	111625.0	0.3028	0.2793	0.3041	133587.0	132730.0	135924.0	0.2139	0.1995	0.2214
