run	experiment	bioproject	biosample	organism	instrument	qc_pass	qc_flags	status	layout	cutadapt_reads_processed	cutadapt_reads_with_adapters	cutadapt_bp_processed	cutadapt_bp_quality_trimmed	cutadapt_bp_written	cutadapt_pct_reads_with_adapters	cutadapt_pct_bp_removed	cutadapt_version	detected_layout	n_fastq_files	fastqc_raw_per_base_sequence_quality	fastqc_raw_per_sequence_quality_scores	fastqc_raw_per_base_sequence_content	fastqc_raw_per_sequence_gc_content	fastqc_raw_per_base_n_content	fastqc_raw_sequence_duplication_levels	fastqc_raw_overrepresented_sequences	fastqc_raw_adapter_content	fastqc_raw_n_fail	fastqc_raw_poor_quality_reads	reads_raw	fastqc_raw_percent_gc	fastqc_raw_avg_read_length	fastqc_raw_percent_duplicates	read_length_raw	fastqc_trimmed_per_base_sequence_quality	fastqc_trimmed_per_sequence_quality_scores	fastqc_trimmed_per_base_sequence_content	fastqc_trimmed_per_sequence_gc_content	fastqc_trimmed_per_base_n_content	fastqc_trimmed_sequence_duplication_levels	fastqc_trimmed_overrepresented_sequences	fastqc_trimmed_adapter_content	fastqc_trimmed_n_fail	fastqc_trimmed_poor_quality_reads	reads_trimmed	fastqc_trimmed_percent_gc	fastqc_trimmed_avg_read_length	fastqc_trimmed_percent_duplicates	reads_retained_pct	salmon_version	salmon_library_types	frag_length_mean	frag_length_sd	num_processed	num_mapped	percent_mapped	num_decoy_fragments	num_dovetail_fragments	num_valid_targets	quant_errors	pct_decoy	salmon_expected_format	compatible_fragment_ratio	strand_mapping_bias	num_compatible_fragments	num_assigned_fragments	num_concordant_mappings	num_inconsistent_or_orphan	lib_ISF	lib_ISR	lib_IU	lib_MSF	lib_MSR	lib_MU	lib_OSF	lib_OSR	lib_OU	lib_SF	lib_SR	lib_U	genes_total	genes_detected_gt0	genes_frac_gt0	genes_detected_ge0p5	genes_frac_ge0p5	genes_detected_ge1	genes_frac_ge1	tx_total	tx_detected_gt0	tx_frac_gt0	tx_detected_ge0p5	tx_frac_ge0p5	tx_detected_ge1	tx_frac_ge1	pipeline_version	nextflow_version	fq_lint_raw_pass	fq_lint_trimmed_pass	sra_library_layout	sra_library_selection	sra_library_source	tissue_ontology
SRR1979668	SRX998834	PRJNA244522	SAMN03481890	Saccharum hybrid cultivar SP80-3280	Illumina HiSeq 2500	PASS		ok	direct	81780018.0	28404784.0	8178001800.0	540079661.0	7514289742.0	34.7332	8.1158	4.9	PAIRED	2	fail	pass	warn	warn	pass	fail	warn	pass	2	0.0	81780018	52.5	100.0	68.9514	100.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	77429554	52.0	94.663	69.3222	94.6803	1.10.3	ISR	152.87153736325777	54.48511581734508	38714777	22520583	58.17050941556502	8015643	70096	294803		20.7044	ISR	1.0	0.0	22520583	22520583	21076080	1468453	0	21076080	0	0	0	0	0	0	0	418090	1050363	0	190973	115091	0.602656	65708	0.34407	49222	0.257743	294803	140157	0.475426	73754	0.250181	52934	0.179557	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	RANDOM	TRANSCRIPTOMIC	PO:0025034
SRR1979669	SRX998835	PRJNA244522	SAMN03481891	Saccharum hybrid cultivar SP80-3280	Illumina HiSeq 2500	PASS		ok	direct	197180694.0	71688611.0	19718069400.0	1244560214.0	18067324139.0	36.3568	8.3717	4.9	PAIRED	2	pass	pass	warn	fail	pass	fail	warn	warn	2	0.0	197180694	51.0	100.0	69.9898	100.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	186060748	50.5	94.8203	70.257	94.3605	1.10.3	ISF	157.0683963794334	56.182406454216355	93030374	69110071	74.28764179750583	10416556	171916	294803		11.1969	ISF	1.0	1.0	69110071	69110071	65706440	3460646	65706440	0	0	0	0	0	0	0	0	784383	2676263	0	190973	124181	0.650254	69988	0.366481	55047	0.288245	294803	157514	0.534303	80624	0.273484	60601	0.205564	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	RANDOM	TRANSCRIPTOMIC	PO:0025034
SRR2003279		PRJNA281747	SAMN03570422	Saccharum hybrid cultivar	Illumina Genome Analyzer IIx	FLAG	no_output	no_output	direct																																																																																										PAIRED	DNase	TRANSCRIPTOMIC	PO:0025034
SRR2003281		PRJNA281747	SAMN03570422	Saccharum hybrid cultivar	Illumina Genome Analyzer IIx	FLAG	no_output	no_output	direct																																																																																										PAIRED	DNase	TRANSCRIPTOMIC	PO:0025034
SRR2003285		PRJNA281747	SAMN03570422	Saccharum hybrid cultivar	Illumina Genome Analyzer IIx	FLAG	no_output	no_output	direct																																																																																										PAIRED	DNase	TRANSCRIPTOMIC	PO:0025034
SRR20920367	SRX16938982	PRJNA866695	SAMN30171261	Saccharum officinarum	HiSeq X Ten	PASS		ok	direct	139523012.0	46764374.0	20928451800.0	28742250.0	20688912726.0	33.5173	1.1446	5.2	PAIRED	2	pass	pass	fail	fail	pass	fail	pass	pass	3	0.0	139523012	53.0	150.0	64.5917	150.0	pass	pass	fail	fail	pass	fail	pass	pass	3	0.0	139155984	53.0	148.3508	64.7032	99.7369	1.10.3	IU	240.12557160606337	52.57089473321076	69577992	56742610	81.55252597689223	6495213	233487	294803		9.3352	IU	1.0	0.5016495397596882	56742610	56742610	54757698	2245528	27469174	27288524	0	0	0	0	0	0	0	1130689	1114839	0	190973	129256	0.676829	85908	0.449844	71006	0.371812	294803	166567	0.565011	103832	0.352208	81710	0.277168	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	Oligo-dT	TRANSCRIPTOMIC	PO:0025034
SRR20920368	SRX16938981	PRJNA866695	SAMN30171260	Saccharum hybrid cultivar ROC22	HiSeq X Ten	PASS		ok	direct	142879856.0	46842068.0	21431978400.0	23332350.0	21179908317.0	32.7842	1.1761	5.2	PAIRED	2	pass	pass	fail	fail	pass	fail	pass	pass	3	0.0	142879856	55.0	150.0	64.2658	150.0	pass	pass	fail	fail	pass	fail	pass	pass	3	0.0	142572358	55.0	148.2811	64.3357	99.7848	1.10.3	IU	249.2098911627579	58.62434183565377	71286179	59053160	82.83956417414377	6083008	218285	294803		8.5332	IU	1.0	0.5010664475864177	59053160	59053160	57120013	2180335	28620922	28499091	0	0	0	0	0	0	0	1086647	1093688	0	190973	127977	0.670131	83772	0.438659	68659	0.359522	294803	164706	0.558699	100771	0.341825	78506	0.2663	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	Oligo-dT	TRANSCRIPTOMIC	PO:0025034
SRR20920369	SRX16938980	PRJNA866695	SAMN30171259	Saccharum hybrid cultivar ROC22	HiSeq X Ten	PASS		ok	direct	136906078.0	44133057.0	20535911700.0	28919850.0	20365989612.0	32.236	0.8274	5.2	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	136906078	53.0	150.0	70.3753	150.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	136523066	53.0	148.8284	70.4572	99.7202	1.10.3	IU	246.15623001606963	50.15808380129113	68261533	55976724	82.00332096262767	6349452	220425	294803		9.3017	IU	1.0	0.5005069311857411	55976724	55976724	54485699	1714305	27270470	27215229	0	0	0	0	0	0	0	891641	822664	0	190973	128341	0.672037	85521	0.447817	70451	0.368906	294803	165435	0.561171	102316	0.347066	80061	0.271575	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	Oligo-dT	TRANSCRIPTOMIC	PO:0025034
SRR2165173	SRX1151889	PRJNA291816	SAMN03955519	Saccharum hybrid cultivar	Illumina HiScanSQ	PASS		ok	direct	56359504.0	19270273.0	5635950400.0	110774305.0	5458622972.0	34.1917	3.1464	5.2	PAIRED	2	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	56359504	52.0	100.0	43.8867	100.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	55942532	52.0	97.5201	43.96	99.2602	1.10.3	IU	158.0413702136387	52.17071323225158	27971266	22693115	81.13009614938416	2405636	119544	294803		8.6004	IU	1.0	0.5002137324505146	22693115	22693115	22231065	598200	11120284	11110781	0	0	0	0	0	0	0	297130	301070	0	190973	132284	0.692684	91940	0.481429	74713	0.391223	294803	162756	0.552084	107257	0.363826	83523	0.283318	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	RANDOM	TRANSCRIPTOMIC	PO:0000055
SRR2165174	SRX1151889	PRJNA291816	SAMN03955519	Saccharum hybrid cultivar	Illumina HiScanSQ	PASS		ok	direct	56359504.0	19270273.0	5635950400.0	110774305.0	5458622972.0	34.1917	3.1464	5.2	PAIRED	2	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	56359504	52.0	100.0	43.8867	100.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	55942532	52.0	97.5201	43.96	99.2602	1.10.3	IU	158.08730900025847	52.284209843271995	27971266	22693115	81.13009614938416	2405636	119544	294803		8.6004	IU	1.0	0.5002137324505146	22693115	22693115	22231065	598200	11120284	11110781	0	0	0	0	0	0	0	297130	301070	0	190973	132282	0.692674	91946	0.481461	74708	0.391197	294803	162752	0.55207	107251	0.363806	83520	0.283308	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	RANDOM	TRANSCRIPTOMIC	PO:0000055
SRR2165175	SRX1151889	PRJNA291816	SAMN03955519	Saccharum hybrid cultivar	Illumina HiScanSQ	PASS		ok	direct	56359504.0	19270273.0	5635950400.0	110774305.0	5458622972.0	34.1917	3.1464	5.2	PAIRED	2	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	56359504	52.0	100.0	43.8867	100.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	55942532	52.0	97.5201	43.96	99.2602	1.10.3	IU	158.0603776990419	52.238473449856876	27971266	22693115	81.13009614938416	2405636	119544	294803		8.6004	IU	1.0	0.5002137324505146	22693115	22693115	22231065	598200	11120284	11110781	0	0	0	0	0	0	0	297130	301070	0	190973	132279	0.692658	91939	0.481424	74700	0.391155	294803	162724	0.551975	107232	0.363741	83502	0.283247	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	RANDOM	TRANSCRIPTOMIC	PO:0000055
SRR2165225	SRX1151891	PRJNA291816	SAMN03975619	Saccharum hybrid cultivar	Illumina HiScanSQ	PASS		ok	direct	57014970.0	17217871.0	5758511970.0	228086317.0	5493558556.0	30.1989	4.6011	5.2	PAIRED	2	pass	pass	fail	warn	pass	warn	pass	pass	1	0.0	57014970	54.0	101.0	31.2185	101.0	pass	pass	fail	warn	pass	warn	pass	pass	1	0.0	56162156	53.5	97.0446	31.1264	98.5042	1.10.3	IU	182.22387805469714	71.94228999266959	28081078	18638467	66.37375887065305	2469410	84891	294803		8.7939	IU	1.0	0.4992507850687266	18638467	18638467	17968809	782323	8970942	8997867	0	0	0	0	0	0	0	389196	393127	0	190973	128552	0.673142	88596	0.463919	71303	0.373367	294803	156019	0.529231	102667	0.348256	79271	0.268895	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	RANDOM	TRANSCRIPTOMIC	PO:0000055
SRR2165226	SRX1151891	PRJNA291816	SAMN03975619	Saccharum hybrid cultivar	Illumina HiScanSQ	PASS		ok	direct	57014970.0	17217871.0	5758511970.0	228086317.0	5493558556.0	30.1989	4.6011	5.2	PAIRED	2	pass	pass	fail	warn	pass	warn	pass	pass	1	0.0	57014970	54.0	101.0	31.2185	101.0	pass	pass	fail	warn	pass	warn	pass	pass	1	0.0	56162156	53.5	97.0446	31.1264	98.5042	1.10.3	IU	182.20069958311515	71.96835936397056	28081078	18638466	66.3737553095362	2469410	84891	294803		8.7939	IU	1.0	0.4992508128530284	18638466	18638466	17968808	782323	8970942	8997866	0	0	0	0	0	0	0	389196	393127	0	190973	128554	0.673153	88597	0.463924	71297	0.373335	294803	156007	0.529191	102657	0.348222	79258	0.268851	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	RANDOM	TRANSCRIPTOMIC	PO:0000055
SRR2165227	SRX1151891	PRJNA291816	SAMN03975619	Saccharum hybrid cultivar	Illumina HiScanSQ	PASS		ok	direct	57014970.0	17217871.0	5758511970.0	228086317.0	5493558556.0	30.1989	4.6011	5.2	PAIRED	2	pass	pass	fail	warn	pass	warn	pass	pass	1	0.0	57014970	54.0	101.0	31.2185	101.0	pass	pass	fail	warn	pass	warn	pass	pass	1	0.0	56162156	53.5	97.0446	31.1264	98.5042	1.10.3	IU	182.15531055845778	71.85331047769185	28081078	18638466	66.3737553095362	2469410	84891	294803		8.7939	IU	1.0	0.4992508128530284	18638466	18638466	17968808	782323	8970942	8997866	0	0	0	0	0	0	0	389196	393127	0	190973	128558	0.673174	88605	0.463966	71309	0.373398	294803	156034	0.529282	102688	0.348328	79283	0.268936	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	RANDOM	TRANSCRIPTOMIC	PO:0000055
SRR2165228	SRX1151892	PRJNA291816	SAMN03975621	Saccharum hybrid cultivar	Illumina HiScanSQ	PASS		ok	direct	56254256.0	17299985.0	5681679856.0	230418507.0	5413685977.0	30.7532	4.7168	5.2	PAIRED	2	pass	pass	fail	fail	pass	warn	warn	pass	2	0.0	56254256	53.0	101.0	31.2357	101.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	55318202	53.0	97.0687	31.2976	98.336	1.10.3	IU	181.87541200694545	70.2544748641449	27659101	23688934	85.64607360159681	1704800	110763	294803		6.1636	IU	1.0	0.49947873300269285	23688934	23688934	22982464	834900	11479252	11503212	0	0	0	0	0	0	0	368527	466373	0	190973	135534	0.709702	97116	0.508533	80122	0.419546	294803	167593	0.568492	114909	0.389782	91048	0.308844	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	RANDOM	TRANSCRIPTOMIC	PO:0000055
SRR2165229	SRX1151892	PRJNA291816	SAMN03975621	Saccharum hybrid cultivar	Illumina HiScanSQ	PASS		ok	direct	56254256.0	17299985.0	5681679856.0	230418507.0	5413685977.0	30.7532	4.7168	5.2	PAIRED	2	pass	pass	fail	fail	pass	warn	warn	pass	2	0.0	56254256	53.0	101.0	31.2357	101.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	55318202	53.0	97.0687	31.2976	98.336	1.10.3	IU	181.93896273760086	70.2138037335149	27659101	23688934	85.64607360159681	1704800	110763	294803		6.1636	IU	1.0	0.49947873300269285	23688934	23688934	22982464	834900	11479252	11503212	0	0	0	0	0	0	0	368527	466373	0	190973	135534	0.709702	97124	0.508575	80121	0.419541	294803	167616	0.56857	114960	0.389955	91072	0.308925	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	RANDOM	TRANSCRIPTOMIC	PO:0000055
SRR2165230	SRX1151892	PRJNA291816	SAMN03975621	Saccharum hybrid cultivar	Illumina HiScanSQ	PASS		ok	direct	56254256.0	17299985.0	5681679856.0	230418507.0	5413685977.0	30.7532	4.7168	5.2	PAIRED	2	pass	pass	fail	fail	pass	warn	warn	pass	2	0.0	56254256	53.0	101.0	31.2357	101.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	55318202	53.0	97.0687	31.2976	98.336	1.10.3	IU	181.95032643337737	70.24357841132384	27659101	23688934	85.64607360159681	1704800	110763	294803		6.1636	IU	1.0	0.49947873300269285	23688934	23688934	22982464	834900	11479252	11503212	0	0	0	0	0	0	0	368527	466373	0	190973	135534	0.709702	97118	0.508543	80123	0.419551	294803	167581	0.568451	114918	0.389813	91048	0.308844	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	RANDOM	TRANSCRIPTOMIC	PO:0000055
SRR21656241	SRX17656201	PRJNA882367	SAMN30948417	Saccharum hybrid cultivar	Illumina HiSeq 2000	PASS		ok	direct	37535180.0	10670789.0	3753518000.0	432849978.0	3302894483.0	28.4288	12.0054	5.2	PAIRED	2	fail	pass	fail	fail	pass	warn	pass	pass	3	0.0	37535180	52.0	100.0	45.4392	100.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	36586352	50.0	89.6062	44.9664	97.4722	1.10.3	IU	187.11201076118203	68.26698247475146	18293176	15095024	82.51724030862655	1562922	57148	294803		8.5437	IU	1.0	0.49880990892205535	15095024	15095024	14154799	1041488	7060554	7094245	0	0	0	0	0	0	0	470255	571233	0	190973	107873	0.56486	70309	0.368162	55527	0.290758	294803	129451	0.43911	80717	0.2738	61968	0.210201	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	RT-PCR	TRANSCRIPTOMIC	PO:0025034
SRR21656242	SRX17656200	PRJNA882367	SAMN30948417	Saccharum hybrid cultivar	Illumina HiSeq 2000	PASS		ok	direct	33671680.0	9459626.0	3367168000.0	402138721.0	2949474136.0	28.0937	12.4049	5.2	PAIRED	2	fail	pass	fail	fail	pass	warn	pass	pass	3	0.0	33671680	52.0	100.0	43.5608	100.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	32783336	50.5	89.2636	43.1419	97.3617	1.10.3	IU	195.79684184891278	73.58673816301534	16391668	13559152	82.71978178181745	1344796	48682	294803		8.2041	IU	1.0	0.4986936264552305	13559152	13559152	12669041	969257	6317970	6351071	0	0	0	0	0	0	0	438090	531167	0	190973	106705	0.558744	71523	0.374519	56725	0.297032	294803	128166	0.434751	82626	0.280275	63535	0.215517	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	RT-PCR	TRANSCRIPTOMIC	PO:0025034
SRR21656243	SRX17656199	PRJNA882367	SAMN30948416	Saccharum hybrid cultivar	Illumina HiSeq 2000	PASS		ok	direct	27315786.0	7664960.0	2731578600.0	346701295.0	2372938177.0	28.0606	13.1294	5.2	PAIRED	2	fail	pass	fail	fail	pass	warn	pass	pass	3	0.0	27315786	52.0	100.0	39.5582	100.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	26540890	50.0	88.6357	39.0319	97.1632	1.10.3	IU	188.3787505514976	66.63583922065041	13270445	11157503	84.07783612380744	975555	45417	294803		7.3513	IU	1.0	0.5000627347388861	11157503	11157503	10408906	826463	5205106	5203800	0	0	0	0	0	0	0	364674	461789	0	190973	104995	0.54979	72983	0.382164	58037	0.303902	294803	124150	0.421129	83416	0.282955	64702	0.219475	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	RT-PCR	TRANSCRIPTOMIC	PO:0025034
SRR21656244	SRX17656198	PRJNA882367	SAMN30948416	Saccharum hybrid cultivar	Illumina HiSeq 2000	PASS		ok	direct	34536494.0	9887342.0	3453649400.0	397199094.0	3039075249.0	28.6287	12.0039	5.2	PAIRED	2	fail	pass	fail	fail	pass	warn	pass	pass	3	0.0	34536494	51.0	100.0	39.2969	100.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	33589590	49.5	89.7532	38.76	97.2583	1.10.3	IU	200.79076406037342	76.68894410545794	16794795	14027351	83.52201381439905	1227527	52965	294803		7.309	IU	1.0	0.49835986749010314	14027351	14027351	13114794	990719	6535887	6578907	0	0	0	0	0	0	0	442179	548540	0	190973	111550	0.584114	79465	0.416106	64387	0.337152	294803	135176	0.45853	93075	0.315719	73136	0.248084	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	RT-PCR	TRANSCRIPTOMIC	PO:0025034
SRR21779978	SRX17774806	PRJNA885747	SAMN31100660	Saccharum hybrid cultivar ROC22	Illumina NovaSeq 6000	PASS		ok	direct	46769844.0	14434118.0	6994821206.0	5997432.0	6968239503.0	30.862	0.38	5.2	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	46769844	52.0	150.0428	47.7439	100-150	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	46767690	52.0	148.8117	47.7423	99.9954	1.10.3	IU	333.4913567856124	85.60962932202605	23383845	17497633	74.82786941155315	2243289	43922	294803		9.5933	IU	1.0	0.49260637279206704	17497633	17497633	16516183	1073815	8135977	8380206	0	0	0	0	0	0	0	499652	574163	0	190973	127501	0.667639	96871	0.50725	80924	0.423746	294803	157976	0.53587	116378	0.394765	93811	0.318216	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	Oligo-dT	METATRANSCRIPTOMIC	PO:0009005
SRR21779979	SRX17774805	PRJNA885747	SAMN31100659	Saccharum hybrid cultivar ROC22	Illumina NovaSeq 6000	PASS		ok	direct	44967778.0	15416680.0	6728040832.0	5994676.0	6699258566.0	34.2838	0.4278	5.2	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	44967778	51.0	150.1051	45.6386	100-150	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	44962690	50.5	148.7268	45.643	99.9887	1.10.3	IU	350.6678004486157	87.94245634219804	22481345	14727718	65.51084020996075	2208632	33629	294803		9.8243	IU	1.0	0.4897120350933096	14727718	14727718	13984204	796400	6848233	7135971	0	0	0	0	0	0	0	368724	427676	0	190973	120939	0.633278	93660	0.490436	78911	0.413205	294803	149740	0.507932	113006	0.383327	92264	0.312968	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	Oligo-dT	METATRANSCRIPTOMIC	PO:0009005
SRR21779980	SRX17774804	PRJNA885747	SAMN31100658	Saccharum hybrid cultivar ROC22	Illumina NovaSeq 6000	PASS		ok	direct	41473942.0	14249688.0	6208111188.0	5588504.0	6181508922.0	34.3582	0.4285	5.2	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	41473942	50.0	150.1742	45.6607	100-150	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	41469232	50.0	148.7877	45.665	99.9886	1.10.3	IU	348.489003392246	82.67371418612211	20734616	13405382	64.65218357552413	2226915	30869	294803		10.7401	IU	1.0	0.48855291004316154	13405382	13405382	12754639	695746	6231316	6523323	0	0	0	0	0	0	0	334012	361734	0	190973	118307	0.619496	92946	0.486697	78733	0.412273	294803	145949	0.495073	112078	0.380179	92167	0.312639	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	Oligo-dT	METATRANSCRIPTOMIC	PO:0009005
SRR21779981	SRX17774803	PRJNA885747	SAMN31100657	Saccharum hybrid cultivar ROC22	Illumina NovaSeq 6000	PASS		ok	direct	38549502.0	12233730.0	5768969478.0	5396116.0	5746154192.0	31.7351	0.3955	5.2	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	38549502	50.0	150.1374	43.4142	100-150	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	38547556	50.0	148.8583	43.4161	99.995	1.10.3	IU	364.6854844866502	95.75102333365467	19273778	12613091	65.441715682312	1885052	28093	294803		9.7804	IU	1.0	0.4863128396932935	12613091	12613091	11918104	741320	5795927	6122177	0	0	0	0	0	0	0	348832	392488	0	190973	117692	0.616276	93412	0.489137	78931	0.41331	294803	144969	0.491749	112580	0.381882	92476	0.313687	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	Oligo-dT	METATRANSCRIPTOMIC	PO:0009005
SRR21779982	SRX17774802	PRJNA885747	SAMN31100656	Saccharum hybrid cultivar ROC22	Illumina NovaSeq 6000	PASS		ok	direct	47374386.0	14575715.0	7093621904.0	5973833.0	7066736501.0	30.7671	0.379	5.2	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	47374386	52.0	150.2238	36.6129	100-150	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	47371970	52.0	148.9902	36.6159	99.9949	1.10.3	IU	352.59170281668327	83.74865161454812	23685985	16886053	71.29132691758439	2402948	40066	294803		10.145	IU	1.0	0.4906618594208692	16886053	16886053	15849408	1119047	7776700	8072708	0	0	0	0	0	0	0	523279	595768	0	190973	121730	0.63742	92814	0.486006	78390	0.410477	294803	151036	0.512329	111721	0.378968	91345	0.309851	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	Oligo-dT	METATRANSCRIPTOMIC	PO:0009005
SRR21779983	SRX17774801	PRJNA885747	SAMN31100655	Saccharum hybrid cultivar ROC22	Illumina NovaSeq 6000	PASS		ok	direct	38702410.0	11946187.0	5787883758.0	5086171.0	5765702628.0	30.8668	0.3832	5.2	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	38702410	52.0	150.033	43.3224	100-150	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	38700350	52.0	148.7965	43.3215	99.9947	1.10.3	IU	359.3217584582611	91.05340171898024	19350175	13872092	71.68974957590822	1952144	32680	294803		10.0885	IU	1.0	0.49132742298420845	13872092	13872092	12969905	975759	6372470	6597435	0	0	0	0	0	0	0	457715	518044	0	190973	119216	0.624256	92627	0.485027	78294	0.409974	294803	146960	0.498502	111257	0.377394	91206	0.309379	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	Oligo-dT	METATRANSCRIPTOMIC	PO:0009005
SRR21779984	SRX17774800	PRJNA885747	SAMN31100654	Saccharum hybrid cultivar ROC22	Illumina NovaSeq 6000	PASS		ok	direct	46943534.0	16021354.0	7011216508.0	6228589.0	6981344209.0	34.129	0.4261	5.2	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	46943534	52.0	149.8347	45.7703	100-150	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	46938128	52.0	148.4735	45.7685	99.9885	1.10.3	IU	325.54972776073305	87.37997496136887	23469064	16883630	71.93993761319156	2306823	44223	294803		9.8292	IU	1.0	0.49100270640236837	16883630	16883630	16044547	916856	7877916	8166631	0	0	0	0	0	0	0	422160	494696	0	190973	122790	0.64297	94003	0.492232	79223	0.414839	294803	151967	0.515487	112989	0.38327	92265	0.312972	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	Oligo-dT	METATRANSCRIPTOMIC	PO:0009005
SRR21779985	SRX17774799	PRJNA885747	SAMN31100653	Saccharum hybrid cultivar ROC22	Illumina NovaSeq 6000	PASS		ok	direct	45527646.0	13942249.0	6804203496.0	6038254.0	6778199633.0	30.6237	0.3822	5.2	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	45527646	52.0	149.9346	47.5979	100-150	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	45525348	52.0	148.707	47.5971	99.995	1.10.3	IU	330.74199391913965	86.0214795345144	22762674	17461243	76.70998143715452	2352018	43677	294803		10.3328	IU	1.0	0.49097179125222024	17461243	17461243	16545364	1000288	8123307	8422057	0	0	0	0	0	0	0	468353	531935	0	190973	122356	0.640698	92573	0.484744	77629	0.406492	294803	151464	0.51378	111184	0.377147	90184	0.305913	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	Oligo-dT	METATRANSCRIPTOMIC	PO:0009005
SRR21779986	SRX17774798	PRJNA885747	SAMN31100662	Saccharum hybrid cultivar ROC22	Illumina NovaSeq 6000	PASS		ok	direct	45934460.0	15709876.0	6873544114.0	6200896.0	6844312819.0	34.2006	0.4253	5.2	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	45934460	52.0	150.1242	36.1123	100-150	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	45929510	52.0	148.7469	36.1147	99.9892	1.10.3	IU	338.76152381795185	85.04186772559592	22964755	16823750	73.25900058589782	2432927	40408	294803		10.5942	IU	1.0	0.49037739551492865	16823750	16823750	15859012	1046689	7776901	8082111	0	0	0	0	0	0	0	488112	558577	0	190973	128417	0.672435	97399	0.510015	81290	0.425662	294803	159275	0.540276	116782	0.396136	94200	0.319535	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	Oligo-dT	METATRANSCRIPTOMIC	PO:0009005
